aX,aY,aZ,gX,gY,gZ
-0.234,0.251,0.494,-154.114,-182.678,-37.903
-0.24,0.253,0.448,-155.762,-180.237,-36.255
-0.253,0.257,0.391,-156.799,-177.734,-34.607
-0.267,0.255,0.344,-157.227,-174.866,-33.142
-0.278,0.254,0.305,-156.86,-172.18,-31.616
-0.289,0.261,0.266,-156.25,-169.312,-30.273
-0.299,0.265,0.224,-155.09,-166.504,-28.992
-0.304,0.264,0.187,-154.114,-163.757,-27.649
-0.305,0.268,0.151,-152.71,-161.133,-26.367
-0.307,0.269,0.113,-151.123,-158.752,-25.085
-0.305,0.266,0.08,-149.231,-156.372,-23.743
-0.309,0.257,0.045,-147.461,-153.87,-22.705
-0.312,0.244,0.022,-145.752,-151.611,-21.912
-0.314,0.239,-0.005,-143.738,-149.719,-21.362
-0.317,0.234,-0.041,-141.724,-147.644,-20.996
-0.318,0.225,-0.084,-139.648,-145.752,-20.935
-0.318,0.216,-0.133,-138.123,-143.799,-20.813
-0.321,0.207,-0.176,-137.329,-141.663,-20.874
-0.324,0.203,-0.213,-136.414,-139.343,-20.996
-0.328,0.204,-0.244,-135.742,-136.658,-20.996
-0.327,0.204,-0.269,-135.132,-133.972,-20.935
-0.324,0.197,-0.286,-134.583,-131.226,-21.179
-0.319,0.194,-0.302,-133.728,-128.906,-21.301
-0.316,0.191,-0.317,-133.118,-126.587,-21.423
-0.316,0.185,-0.341,-132.629,-124.512,-21.606
-0.318,0.183,-0.364,-131.775,-122.437,-22.034
-0.324,0.18,-0.391,-130.92,-120.178,-22.522
-0.326,0.169,-0.411,-130.188,-117.798,-22.949
-0.324,0.149,-0.428,-129.944,-115.784,-23.621
-0.317,0.126,-0.437,-129.7,-113.831,-24.536
-0.307,0.102,-0.442,-129.761,-112.366,-25.391
-0.296,0.076,-0.447,-129.883,-111.389,-26.55
-0.28,0.057,-0.45,-130.31,-110.84,-27.832
-0.27,0.042,-0.468,-130.31,-110.657,-29.724
-0.263,0.03,-0.494,-130.249,-110.779,-31.494
-0.256,0.021,-0.519,-129.883,-110.84,-33.325
-0.252,0.011,-0.558,-129.761,-110.84,-35.217
-0.247,0.01,-0.59,-129.089,-110.474,-37.109
-0.241,0.008,-0.621,-128.113,-109.863,-39.246
-0.237,0.001,-0.663,-126.587,-109.253,-41.382
-0.23,-0.011,-0.698,-124.878,-108.276,-43.762
-0.219,-0.023,-0.724,-123.108,-107.178,-45.837
-0.213,-0.029,-0.757,-121.582,-105.469,-48.035
-0.204,-0.036,-0.785,-119.812,-103.76,-50.171
-0.197,-0.043,-0.809,-118.225,-101.807,-51.697
-0.189,-0.045,-0.834,-116.699,-99.487,-53.04
-0.182,-0.042,-0.859,-115.356,-96.985,-54.077
-0.172,-0.033,-0.876,-113.892,-94.482,-54.81
-0.164,-0.024,-0.899,-112.061,-91.858,-55.115
-0.155,-0.015,-0.922,-109.863,-89.05,-55.054
-0.147,-0.012,-0.949,-107.422,-86.06,-54.749
-0.14,-0.005,-0.968,-104.919,-82.825,-53.955
-0.138,0,-0.985,-102.112,-79.224,-52.795
-0.131,0.003,-0.988,-98.633,-75.684,-51.331
-0.122,0.006,-0.988,-95.032,-71.777,-49.622
-0.119,0.01,-0.993,-91.125,-68.054,-47.546
-0.115,0.009,-0.996,-87.036,-64.636,-45.166
-0.107,0.006,-0.999,-82.458,-61.462,-42.908
-0.101,-0.001,-1,-77.82,-57.983,-40.466
-0.099,-0.008,-1.005,-72.815,-54.81,-37.842
-0.099,-0.014,-1.014,-67.871,-51.575,-35.217
-0.1,-0.017,-1.021,-63.354,-48.279,-32.166
-0.099,-0.021,-1.027,-58.716,-44.983,-28.931
-0.098,-0.024,-1.028,-53.894,-41.687,-25.757
-0.097,-0.032,-1.031,-48.95,-38.635,-22.339
-0.099,-0.042,-1.04,-44.556,-35.706,-18.799
-0.097,-0.056,-1.041,-40.161,-33.081,-15.32
-0.091,-0.064,-1.039,-36.011,-30.884,-11.841
-0.085,-0.073,-1.042,-31.799,-29.053,-8.057
-0.081,-0.082,-1.05,-27.832,-27.527,-4.639
-0.079,-0.092,-1.061,-23.621,-26.184,-1.709
-0.078,-0.101,-1.079,-19.897,-25.085,1.709
-0.075,-0.11,-1.099,-15.686,-23.987,5.371
-0.075,-0.118,-1.128,-11.658,-22.827,8.972
-0.076,-0.132,-1.153,-7.385,-21.606,12.268
-0.071,-0.15,-1.173,-2.869,-20.325,15.442
-0.068,-0.17,-1.193,1.221,-18.982,18.616
-0.068,-0.188,-1.215,4.822,-17.334,21.24
-0.068,-0.206,-1.24,8.179,-16.052,23.987
-0.071,-0.224,-1.263,11.353,-14.221,26.306
-0.074,-0.243,-1.282,13.916,-12.146,28.625
-0.073,-0.264,-1.295,15.808,-9.827,30.396
-0.068,-0.283,-1.302,17.212,-7.935,31.982
-0.066,-0.304,-1.308,18.066,-5.737,33.447
-0.063,-0.326,-1.312,18.433,-3.662,34.546
-0.062,-0.349,-1.322,18.188,-1.404,35.4
-0.062,-0.372,-1.332,18.616,0.793,36.011
-0.064,-0.391,-1.34,18.372,3.54,36.682
-0.065,-0.406,-1.345,18.25,6.348,37.048
-0.068,-0.422,-1.351,18.433,9.583,36.865
-0.068,-0.433,-1.342,18.799,12.878,36.682
-0.066,-0.442,-1.325,19.47,16.174,35.95
-0.061,-0.449,-1.309,21.118,19.897,34.79
-0.059,-0.458,-1.293,23.56,23.193,33.325
-0.057,-0.466,-1.276,26.672,26.367,31.433
-0.051,-0.477,-1.258,30.518,29.541,29.053
-0.047,-0.485,-1.237,34.485,32.288,26.55
-0.047,-0.497,-1.225,38.696,34.912,23.865
-0.055,-0.507,-1.224,42.786,37.964,21.118
-0.064,-0.512,-1.221,46.509,41.077,18.188
-0.073,-0.506,-1.217,50.232,44.434,15.625
-0.079,-0.498,-1.203,54.26,48.401,13.062
-0.083,-0.479,-1.175,58.35,52.368,10.742
-0.084,-0.454,-1.145,63.66,56.458,8.606
-0.084,-0.434,-1.106,69.946,60.547,6.348
-0.083,-0.414,-1.062,76.843,64.758,3.906
-0.082,-0.391,-1.02,84.778,68.115,1.587
-0.08,-0.366,-0.981,93.384,71.35,-0.854
-0.079,-0.338,-0.951,102.295,74.463,-2.93
-0.082,-0.305,-0.931,111.633,77.515,-4.761
-0.088,-0.267,-0.908,119.812,80.811,-6.47
-0.088,-0.223,-0.879,127.502,84.29,-7.69
-0.078,-0.175,-0.848,134.644,88.074,-8.24
-0.076,-0.133,-0.823,141.174,91.98,-8.118
-0.076,-0.096,-0.8,147.156,96.069,-7.385
-0.071,-0.067,-0.775,152.161,100.586,-5.981
-0.065,-0.038,-0.747,156.311,105.469,-4.333
-0.059,-0.005,-0.718,159.668,110.779,-2.93
-0.052,0.025,-0.678,161.926,115.784,-0.916
-0.043,0.056,-0.629,163.452,121.033,1.465
-0.03,0.087,-0.569,164.429,125.977,4.456
-0.02,0.111,-0.508,164.917,130.188,7.568
-0.014,0.134,-0.445,165.405,133.667,10.742
-0.008,0.158,-0.381,165.833,136.658,13.916
-0.004,0.185,-0.319,167.053,138.55,17.09
-0.008,0.214,-0.266,169.25,139.465,19.775
-0.017,0.243,-0.212,171.631,140.076,22.522
-0.026,0.277,-0.143,174.438,139.771,25.391
-0.026,0.318,-0.058,177.185,138.733,28.564
-0.027,0.36,0.015,180.176,136.658,31.799
-0.044,0.387,0.045,183.716,133.301,35.034
-0.077,0.403,0.033,187.561,129.883,38.452
-0.116,0.419,-0.005,191.772,127.014,41.687
-0.158,0.432,-0.053,195.618,125.488,44.983
-0.198,0.445,-0.091,198.73,125.427,48.279
-0.227,0.456,-0.102,200.867,126.709,52.124
-0.229,0.464,-0.062,201.904,128.723,56.702
-0.215,0.472,0.01,202.209,130.554,61.462
-0.211,0.471,0.09,202.576,131.653,65.552
-0.219,0.464,0.15,203.064,131.775,68.848
-0.232,0.456,0.181,203.43,131.226,71.35
-0.265,0.448,0.163,203.613,130.737,73.242
-0.297,0.437,0.147,203.247,130.859,74.768
