aX,aY,aZ,gX,gY,gZ
-0.225,0.797,0.381,-216.431,-128.052,-67.017
-0.232,0.802,0.326,-218.567,-126.892,-62.134
-0.245,0.813,0.268,-220.093,-125.427,-57.434
-0.253,0.835,0.22,-221.008,-123.718,-52.856
-0.261,0.844,0.157,-221.741,-121.582,-48.401
-0.273,0.834,0.109,-221.863,-119.019,-44.067
-0.281,0.818,0.07,-221.558,-116.15,-40.039
-0.284,0.814,0.041,-220.703,-112.976,-36.316
-0.292,0.813,0.004,-219.36,-109.863,-33.203
-0.295,0.816,-0.022,-217.712,-106.689,-30.151
-0.303,0.814,-0.062,-215.454,-103.516,-27.588
-0.307,0.805,-0.098,-212.83,-100.464,-25.33
-0.314,0.803,-0.131,-209.839,-97.107,-23.193
-0.324,0.793,-0.17,-206.543,-93.689,-21.301
-0.321,0.79,-0.193,-203.43,-90.637,-19.531
-0.321,0.786,-0.222,-200.5,-87.341,-18.127
-0.321,0.782,-0.236,-196.716,-84.412,-16.724
-0.313,0.785,-0.244,-192.932,-81.726,-15.503
-0.315,0.782,-0.272,-188.538,-79.468,-14.404
-0.312,0.787,-0.287,-184.021,-77.026,-13.367
-0.305,0.783,-0.313,-179.443,-74.829,-12.634
-0.31,0.767,-0.347,-174.622,-72.51,-11.78
-0.309,0.751,-0.372,-170.105,-70.313,-11.047
-0.306,0.732,-0.395,-166.321,-67.932,-10.254
-0.301,0.716,-0.416,-162.72,-65.613,-9.583
-0.284,0.709,-0.419,-159.119,-63.782,-9.033
-0.274,0.695,-0.432,-155.701,-62.5,-8.362
-0.262,0.684,-0.438,-152.039,-61.34,-7.874
-0.255,0.668,-0.454,-148.926,-60.242,-7.263
-0.267,0.639,-0.492,-145.874,-59.265,-6.958
-0.274,0.614,-0.528,-143.25,-58.35,-7.019
-0.284,0.591,-0.574,-141.113,-57.312,-6.836
-0.29,0.58,-0.596,-139.282,-55.908,-7.08
-0.274,0.568,-0.614,-138,-54.321,-7.141
-0.249,0.567,-0.612,-137.024,-52.734,-7.141
-0.225,0.576,-0.601,-135.559,-51.575,-7.141
-0.212,0.573,-0.605,-133.728,-50.293,-6.836
-0.215,0.555,-0.616,-131.47,-49.194,-6.47
-0.212,0.538,-0.636,-129.395,-47.729,-6.653
-0.218,0.512,-0.669,-127.441,-45.898,-6.836
-0.221,0.494,-0.689,-125.977,-43.762,-7.08
-0.216,0.478,-0.705,-124.817,-41.321,-7.263
-0.209,0.459,-0.716,-123.535,-38.513,-7.507
-0.198,0.449,-0.714,-122.62,-35.767,-7.69
-0.183,0.451,-0.696,-122.009,-33.02,-7.385
-0.174,0.457,-0.675,-121.094,-30.701,-7.08
-0.16,0.461,-0.652,-119.995,-28.87,-6.287
-0.148,0.453,-0.641,-118.774,-27.405,-5.371
-0.137,0.439,-0.636,-117.432,-26.123,-4.272
-0.116,0.417,-0.639,-116.272,-24.963,-3.357
-0.103,0.389,-0.645,-115.479,-23.865,-2.502
-0.093,0.364,-0.646,-114.746,-22.644,-1.282
-0.094,0.344,-0.648,-113.892,-21.79,0.305
-0.107,0.33,-0.649,-112.122,-20.996,1.831
-0.121,0.319,-0.648,-109.619,-19.775,3.174
-0.134,0.288,-0.664,-106.384,-18.372,4.517
-0.139,0.251,-0.679,-103.088,-16.785,5.554
-0.134,0.213,-0.688,-100.159,-15.137,6.653
-0.126,0.185,-0.685,-97.229,-13.428,7.874
-0.12,0.162,-0.672,-93.994,-11.902,9.033
-0.113,0.135,-0.66,-90.881,-10.376,10.132
-0.108,0.106,-0.651,-87.097,-9.338,11.169
-0.113,0.073,-0.647,-82.642,-8.789,12.39
-0.117,0.031,-0.656,-77.759,-8.179,13.794
-0.116,-0.021,-0.674,-72.205,-7.629,15.015
-0.115,-0.081,-0.697,-66.345,-6.836,15.686
-0.111,-0.133,-0.721,-60.303,-6.165,16.357
-0.106,-0.177,-0.733,-53.833,-5.31,16.907
-0.104,-0.214,-0.744,-46.814,-4.395,17.151
-0.103,-0.248,-0.756,-39.368,-3.418,17.273
-0.108,-0.288,-0.767,-31.555,-2.38,17.273
-0.114,-0.337,-0.784,-23.01,-1.16,17.212
-0.117,-0.395,-0.81,-14.587,0.427,16.968
-0.119,-0.453,-0.838,-6.409,2.319,16.418
-0.124,-0.506,-0.863,1.587,4.517,15.686
-0.128,-0.54,-0.875,9.033,7.507,14.526
-0.13,-0.552,-0.876,16.479,10.925,13.123
-0.131,-0.552,-0.872,24.292,14.709,11.475
-0.131,-0.54,-0.861,32.104,18.677,9.521
-0.126,-0.517,-0.85,39.978,22.644,7.69
-0.122,-0.486,-0.835,48.157,26.611,5.92
-0.117,-0.451,-0.821,56.519,30.334,4.395
-0.112,-0.418,-0.811,65.063,33.936,3.113
-0.11,-0.391,-0.806,73.425,37.659,1.77
-0.109,-0.362,-0.803,81.421,40.955,0.549
-0.111,-0.336,-0.801,89.111,44.556,-0.61
-0.113,-0.299,-0.792,96.558,48.34,-1.953
-0.112,-0.248,-0.774,103.821,52.49,-3.113
-0.106,-0.186,-0.755,110.718,56.702,-4.028
-0.097,-0.122,-0.734,118.042,60.547,-4.944
-0.093,-0.066,-0.723,125.793,64.209,-5.676
-0.092,-0.02,-0.713,133.606,67.627,-6.409
-0.091,0.014,-0.707,141.602,70.801,-6.775
-0.094,0.045,-0.695,148.987,74.036,-6.958
-0.096,0.081,-0.685,156.433,77.271,-7.141
-0.101,0.119,-0.668,163.696,80.627,-7.446
-0.105,0.166,-0.641,170.349,84.167,-7.568
-0.104,0.216,-0.617,177.002,87.463,-7.629
-0.104,0.255,-0.594,183.411,90.576,-7.263
-0.109,0.295,-0.563,189.453,93.323,-6.958
-0.113,0.33,-0.54,195.007,96.008,-6.287
-0.121,0.361,-0.522,199.89,98.511,-5.493
-0.13,0.379,-0.515,204.041,101.013,-4.578
-0.142,0.405,-0.496,207.458,103.271,-3.723
-0.151,0.436,-0.475,210.388,105.652,-3.113
-0.161,0.474,-0.451,212.646,108.276,-2.136
-0.171,0.52,-0.409,215.149,110.84,-0.793
-0.178,0.551,-0.375,217.041,113.342,0.793
-0.187,0.566,-0.35,218.384,115.356,2.93
-0.198,0.588,-0.32,219.177,117.004,5.127
-0.213,0.61,-0.303,219.177,118.286,7.385
-0.233,0.628,-0.284,218.506,119.873,9.888
-0.246,0.645,-0.258,217.651,121.46,12.329
-0.261,0.667,-0.225,216.248,123.108,14.893
-0.273,0.694,-0.18,214.478,125,17.395
-0.283,0.715,-0.134,212.585,126.526,19.897
-0.292,0.74,-0.079,210.51,127.869,22.522
-0.305,0.749,-0.045,207.764,128.906,25.391
-0.315,0.76,-0.003,204.773,129.7,28.198
-0.323,0.768,0.037,201.294,130.371,31.128
-0.334,0.76,0.054,197.266,130.615,34.363
-0.348,0.762,0.091,193.115,131.042,37.659
-0.36,0.777,0.145,188.599,131.592,40.833
-0.375,0.787,0.186,184.387,132.385,44.128
-0.385,0.792,0.226,180.359,132.874,47.241
-0.394,0.806,0.273,176.086,133.667,50.171
-0.411,0.818,0.309,171.875,134.155,53.589
-0.431,0.828,0.342,167.908,134.888,57.007
-0.445,0.826,0.377,163.513,135.62,60.547
-0.453,0.812,0.412,159.18,136.658,64.148
-0.46,0.789,0.436,154.663,137.39,67.566
-0.47,0.768,0.47,150.269,138.306,70.74
-0.482,0.749,0.518,146.118,139.221,73.608
-0.49,0.72,0.552,142.09,140.137,75.989
-0.49,0.695,0.594,138.123,141.113,77.942
-0.496,0.677,0.641,134.521,142.212,79.529
-0.503,0.661,0.692,131.287,142.944,80.994
-0.506,0.642,0.747,128.357,143.799,81.909
-0.505,0.621,0.787,125.61,144.47,82.642
-0.507,0.586,0.822,122.864,144.958,83.008
-0.506,0.548,0.852,120.361,145.264,81.848
-0.506,0.512,0.88,117.676,145.691,81.787
-0.508,0.482,0.914,114.868,146.057,81.238
-0.512,0.458,0.95,112.244,146.484,79.346
-0.512,0.439,0.995,109.558,146.851,77.393
-0.505,0.422,1.029,106.75,147.095,75.256
-0.498,0.4,1.063,104.553,147.095,73.364
-0.489,0.38,1.109,102.478,147.034,71.594
-0.479,0.358,1.146,100.342,146.79,69.397
-0.468,0.336,1.172,98.45,146.24,67.139
-0.456,0.31,1.183,96.68,145.325,64.636
-0.44,0.282,1.185,94.421,144.165,62.256
-0.432,0.258,1.186,92.285,143.127,59.57
-0.429,0.242,1.203,89.783,141.968,57.068
-0.417,0.222,1.225,87.097,140.991,54.749
-0.4,0.202,1.239,84.473,139.526,52.49
-0.385,0.182,1.241,81.909,137.817,50.171
-0.37,0.162,1.242,79.163,136.047,47.974
-0.352,0.146,1.241,76.66,134.338,45.654
-0.334,0.129,1.24,74.219,132.69,43.518
-0.316,0.113,1.236,71.716,130.615,41.626
-0.299,0.1,1.232,69.397,128.601,39.49
-0.284,0.09,1.24,66.772,126.465,37.72
-0.269,0.079,1.238,64.148,124.146,36.194
-0.255,0.069,1.228,61.462,122.131,34.729
-0.243,0.064,1.216,58.838,119.629,33.203
-0.23,0.065,1.2,56.091,117.676,32.104
-0.217,0.066,1.183,53.772,115.54,31.006
-0.207,0.067,1.181,51.941,113.342,30.212
-0.196,0.068,1.2,50.049,111.267,29.541
-0.178,0.065,1.229,48.706,109.375,28.809
-0.158,0.057,1.253,47.546,106.812,28.137
-0.142,0.054,1.268,46.387,104.065,27.649
-0.127,0.049,1.271,45.654,101.135,27.222
-0.114,0.043,1.271,45.166,98.267,26.794
-0.104,0.04,1.271,44.617,95.398,26.245
-0.092,0.039,1.267,44.373,92.407,26.001
-0.081,0.039,1.265,44.067,89.478,25.757
-0.068,0.039,1.263,44.067,86.67,25.757
-0.058,0.032,1.262,44.006,83.923,25.635
-0.05,0.025,1.256,44.189,80.994,25.269
-0.043,0.018,1.251,44.25,78.186,24.963
-0.035,0.011,1.244,44.25,75.5,24.841
-0.029,0,1.239,44.189,72.632,24.597
-0.018,-0.01,1.241,44.128,70.068,24.414
-0.005,-0.021,1.256,44.067,67.444,24.048
0.004,-0.032,1.283,43.64,64.575,23.621
0.014,-0.041,1.301,43.579,61.462,23.376
0.024,-0.047,1.304,43.64,58.105,23.01
0.034,-0.058,1.297,43.091,54.688,22.766
0.042,-0.07,1.281,42.419,51.086,22.339
0.049,-0.082,1.257,41.565,47.791,22.156
0.053,-0.09,1.226,40.649,44.312,21.667
0.052,-0.098,1.202,39.307,41.138,21.118
0.054,-0.106,1.188,38.086,38.025,20.447
0.06,-0.115,1.181,36.621,35.034,19.775
0.065,-0.122,1.173,35.156,32.288,19.226
0.072,-0.13,1.174,33.691,29.541,18.494
0.073,-0.134,1.176,32.166,26.733,17.7
0.076,-0.14,1.181,30.762,24.048,16.907
0.08,-0.147,1.185,29.175,21.118,16.235
0.085,-0.153,1.186,27.405,18.372,15.442
0.092,-0.159,1.183,25.635,15.869,14.648
0.095,-0.165,1.175,23.926,13.184,13.733
0.099,-0.169,1.16,21.79,10.742,12.756
0.102,-0.17,1.14,20.02,8.301,11.902
0.107,-0.17,1.123,18.066,5.859,11.169
0.108,-0.17,1.11,16.113,3.906,10.315
0.108,-0.171,1.103,14.16,2.136,9.521
0.106,-0.171,1.099,12.268,0.305,8.789
0.106,-0.172,1.102,10.315,-1.282,7.812
0.109,-0.173,1.104,8.606,-2.625,6.958
0.11,-0.175,1.104,6.897,-4.089,6.226
0.113,-0.176,1.098,5.432,-5.493,5.432
0.118,-0.176,1.089,3.906,-6.653,4.578
0.122,-0.177,1.078,2.563,-7.507,3.784
0.124,-0.176,1.068,0.977,-8.606,2.93
0.124,-0.172,1.059,-0.427,-9.521,2.197
0.122,-0.169,1.05,-1.77,-10.193,1.404
0.118,-0.163,1.043,-2.93,-10.864,0.854
0.117,-0.161,1.042,-4.089,-11.292,0.183
0.119,-0.156,1.039,-5.127,-11.841,-0.366
0.121,-0.152,1.037,-6.104,-12.207,-0.916
0.125,-0.15,1.031,-6.958,-12.634,-1.526
0.125,-0.147,1.025,-7.69,-12.756,-2.014
0.122,-0.144,1.021,-8.423,-13.062,-2.38
0.122,-0.143,1.021,-9.033,-13.184,-2.808
0.122,-0.141,1.018,-9.705,-13.306,-3.052
0.124,-0.14,1.022,-10.132,-13.306,-3.296
0.125,-0.137,1.025,-10.315,-13.306,-3.54
0.126,-0.133,1.022,-10.62,-13.306,-3.967
0.122,-0.13,1.012,-10.864,-13.062,-4.15
0.12,-0.128,1,-10.803,-12.573,-4.578
0.119,-0.123,0.988,-10.925,-12.024,-4.883
0.119,-0.12,0.981,-11.047,-11.292,-5.249
0.119,-0.116,0.979,-10.864,-10.498,-5.676
0.118,-0.112,0.977,-10.62,-9.827,-5.981
0.119,-0.109,0.978,-10.254,-9.216,-6.348
0.12,-0.105,0.982,-9.888,-8.545,-6.775
0.122,-0.104,0.989,-9.399,-7.935,-7.141
0.125,-0.103,0.993,-8.911,-7.263,-7.385
0.124,-0.102,0.995,-8.301,-6.897,-7.874
0.124,-0.101,0.998,-7.874,-6.409,-8.118
0.124,-0.1,1,-7.385,-5.859,-8.545
0.125,-0.099,0.995,-6.897,-5.554,-8.972
0.127,-0.096,0.997,-6.348,-4.883,-9.216
0.131,-0.092,0.999,-5.554,-4.333,-9.338
0.132,-0.09,1,-4.883,-3.906,-9.705
0.134,-0.087,1.001,-4.15,-3.296,-9.949
,,,,,
-0.096,-0.304,1.242,-1.221,-28.564,-32.837
-0.107,-0.32,1.261,-2.869,-31.433,-36.56
-0.123,-0.327,1.271,-4.761,-34.119,-40.527
-0.144,-0.333,1.282,-6.958,-36.804,-44.617
-0.165,-0.345,1.283,-9.155,-39.612,-49.194
-0.177,-0.349,1.288,-11.902,-42.48,-53.833
-0.189,-0.349,1.302,-15.137,-45.288,-58.533
-0.205,-0.349,1.314,-18.433,-48.157,-63.293
-0.221,-0.344,1.326,-22.339,-51.147,-68.604
-0.235,-0.342,1.335,-26.184,-54.321,-73.425
-0.248,-0.337,1.353,-30.518,-57.434,-78.186
-0.256,-0.326,1.38,-35.034,-60.73,-82.886
-0.263,-0.313,1.394,-39.307,-64.026,-87.402
-0.273,-0.295,1.397,-43.701,-67.383,-91.98
-0.276,-0.269,1.407,-48.096,-70.679,-96.436
-0.285,-0.249,1.398,-52.429,-73.73,-100.586
-0.287,-0.225,1.382,-57.495,-77.148,-104.431
-0.286,-0.2,1.372,-62.317,-79.712,-108.337
-0.285,-0.177,1.363,-67.444,-82.458,-111.877
-0.282,-0.152,1.352,-72.388,-85.449,-115.417
-0.277,-0.12,1.352,-76.904,-88.257,-118.835
-0.273,-0.095,1.349,-81.177,-91.003,-122.253
-0.265,-0.064,1.346,-85.327,-93.872,-125.122
-0.258,-0.027,1.336,-89.539,-96.619,-127.808
-0.251,0.014,1.336,-93.628,-99.365,-130.249
-0.237,0.054,1.347,-98.022,-102.173,-132.507
-0.22,0.095,1.36,-102.478,-105.164,-134.521
-0.203,0.134,1.374,-106.567,-108.459,-136.169
-0.187,0.169,1.374,-110.84,-111.938,-137.39
-0.172,0.196,1.362,-115.112,-115.723,-138.367
-0.153,0.231,1.355,-119.69,-119.507,-139.343
-0.136,0.269,1.346,-124.512,-123.23,-140.137
-0.121,0.308,1.33,-129.517,-127.258,-140.686
-0.108,0.353,1.315,-134.583,-131.104,-140.625
-0.096,0.403,1.3,-139.832,-134.827,-140.259
-0.083,0.459,1.267,-144.958,-138.733,-139.282
-0.075,0.509,1.223,-149.963,-142.334,-137.634
-0.075,0.541,1.167,-154.907,-145.447,-135.376
-0.08,0.577,1.112,-160.034,-148.193,-132.874
-0.084,0.597,1.047,-165.039,-150.208,-129.822
-0.084,0.611,0.991,-170.227,-151.672,-127.075
-0.086,0.638,0.942,-176.025,-152.832,-123.535
-0.092,0.678,0.885,-181.213,-153.748,-119.995
-0.094,0.713,0.833,-186.279,-154.175,-115.906
-0.101,0.73,0.774,-190.979,-154.419,-111.816
-0.116,0.738,0.715,-195.19,-154.358,-107.727
-0.126,0.753,0.662,-199.341,-153.687,-103.21
-0.139,0.772,0.605,-203.186,-152.466,-98.877
-0.149,0.788,0.557,-206.848,-151.123,-94.36
-0.148,0.794,0.516,-210.937,-149.536,-89.905
-0.146,0.797,0.478,-214.294,-148.01,-85.266
-0.16,0.799,0.425,-217.346,-146.423,-80.627
-0.171,0.817,0.37,-220.398,-144.592,-76.233
-0.192,0.824,0.299,-222.717,-142.456,-71.96
-0.206,0.818,0.258,-224.976,-140.015,-67.81
-0.217,0.81,0.212,-227.295,-137.146,-63.66
-0.232,0.807,0.159,-229.248,-134.399,-59.998
-0.234,0.814,0.113,-231.079,-131.348,-56.396
-0.233,0.815,0.065,-232.544,-128.235,-52.979
-0.233,0.814,0.034,-233.337,-125.427,-49.622
-0.23,0.815,0.011,-233.765,-122.498,-46.387
-0.229,0.821,-0.022,-233.765,-119.385,-43.518
-0.239,0.826,-0.057,-232.971,-116.211,-40.771
-0.242,0.833,-0.098,-232.117,-112.549,-38.269
-0.26,0.812,-0.168,-231.018,-108.704,-35.95
-0.271,0.792,-0.213,-229.858,-104.37,-33.813
-0.273,0.773,-0.257,-228.76,-99.792,-31.982
-0.272,0.756,-0.297,-227.234,-95.154,-30.334
-0.262,0.747,-0.321,-225.403,-90.637,-28.625
-0.256,0.738,-0.35,-223.328,-86.243,-27.161
-0.258,0.726,-0.371,-220.947,-82.214,-26.184
-0.254,0.718,-0.383,-218.384,-78.247,-25.208
-0.246,0.711,-0.395,-215.576,-74.341,-24.841
-0.233,0.697,-0.407,-212.585,-70.496,-24.231
-0.217,0.676,-0.425,-209.045,-66.711,-23.743
-0.201,0.652,-0.446,-205.383,-63.416,-23.437
-0.195,0.625,-0.468,-201.66,-60.486,-22.949
-0.193,0.599,-0.493,-197.51,-57.678,-22.461
-0.202,0.564,-0.526,-193.115,-55.176,-22.156
-0.201,0.548,-0.522,-189.209,-52.734,-22.034
-0.188,0.54,-0.515,-185.669,-50.11,-22.034
-0.176,0.527,-0.511,-182.251,-47.729,-22.339
-0.158,0.511,-0.513,-178.772,-45.349,-22.522
-0.135,0.488,-0.534,-175.232,-42.847,-22.888
-0.118,0.463,-0.568,-171.997,-40.466,-22.949
-0.108,0.446,-0.597,-168.091,-38.33,-22.644
-0.109,0.426,-0.63,-163.94,-36.072,-22.4
-0.123,0.399,-0.665,-159.241,-34.058,-22.156
-0.132,0.379,-0.685,-154.48,-31.311,-22.156
-0.137,0.361,-0.693,-149.902,-28.442,-22.339
-0.134,0.346,-0.687,-145.447,-25.757,-22.522
-0.114,0.333,-0.67,-141.541,-22.949,-22.583
-0.091,0.334,-0.644,-138,-20.63,-22.4
-0.061,0.338,-0.614,-134.46,-18.799,-21.729
-0.037,0.336,-0.603,-130.31,-17.761,-20.813
-0.034,0.319,-0.611,-125.854,-17.212,-19.775
-0.037,0.293,-0.629,-121.155,-16.479,-18.86
-0.065,0.244,-0.678,-116.821,-15.381,-17.944
-0.093,0.208,-0.71,-112.732,-13.916,-17.151
-0.099,0.174,-0.735,-109.619,-11.658,-16.663
-0.09,0.146,-0.741,-106.75,-9.094,-16.357
-0.071,0.132,-0.726,-104.126,-6.897,-15.686
-0.05,0.13,-0.704,-101.563,-5.493,-14.832
-0.043,0.133,-0.681,-97.839,-4.578,-13.489
-0.044,0.134,-0.658,-93.201,-4.15,-11.78
-0.053,0.137,-0.652,-87.708,-4.15,-9.949
-0.069,0.121,-0.659,-81.238,-4.272,-7.874
-0.081,0.07,-0.684,-74.646,-4.211,-5.92
-0.082,0.015,-0.712,-68.604,-3.723,-4.211
-0.076,-0.027,-0.724,-63.782,-2.93,-3.235
-0.06,-0.063,-0.729,-59.631,-2.319,-2.014
-0.046,-0.088,-0.726,-55.359,-1.953,-0.488
-0.039,-0.099,-0.708,-50.537,-1.953,0.977
-0.037,-0.106,-0.696,-45.288,-2.258,2.869
-0.042,-0.121,-0.694,-39.246,-2.869,4.883
-0.052,-0.147,-0.702,-32.471,-3.662,6.653
-0.058,-0.188,-0.719,-25.33,-4.272,8.118
-0.062,-0.233,-0.741,-18.372,-4.822,9.583
-0.062,-0.277,-0.76,-11.475,-5.005,10.803
-0.058,-0.299,-0.767,-4.761,-5.249,11.719
-0.052,-0.306,-0.768,2.136,-5.371,12.512
-0.044,-0.314,-0.768,9.216,-5.676,13.245
-0.044,-0.326,-0.771,16.785,-5.859,13.855
-0.046,-0.343,-0.782,24.597,-5.859,14.404
-0.05,-0.359,-0.8,32.349,-5.615,14.709
-0.054,-0.374,-0.821,39.734,-4.822,14.465
-0.057,-0.385,-0.844,46.814,-3.54,13.733
-0.058,-0.38,-0.864,53.528,-1.77,12.634
-0.057,-0.358,-0.87,59.875,0.671,11.597
-0.055,-0.328,-0.875,66.345,3.479,10.376
-0.05,-0.294,-0.877,73.303,6.775,9.277
-0.05,-0.257,-0.876,79.956,10.437,8.057
-0.049,-0.222,-0.873,86.853,14.16,7.019
-0.047,-0.186,-0.871,94.055,18.066,5.981
-0.048,-0.154,-0.864,101.074,22.217,4.761
-0.05,-0.124,-0.854,108.093,26.123,3.54
-0.048,-0.092,-0.844,114.807,30.457,2.197
-0.048,-0.054,-0.827,121.155,34.668,0.916
-0.044,-0.004,-0.805,127.319,38.879,-0.183
-0.038,0.047,-0.783,133.911,42.786,-1.282
-0.035,0.097,-0.764,140.625,46.631,-2.075
-0.036,0.13,-0.75,147.644,50.049,-2.563
-0.04,0.158,-0.745,154.053,53.528,-2.869
-0.047,0.195,-0.732,160.4,57.068,-3.113
-0.052,0.228,-0.718,166.199,60.852,-3.296
-0.057,0.261,-0.701,171.509,64.453,-3.357
-0.059,0.294,-0.685,176.575,68.237,-3.357
-0.064,0.331,-0.665,181.58,72.021,-3.357
-0.063,0.373,-0.644,186.218,75.623,-3.235
-0.07,0.403,-0.632,190.796,78.918,-2.93
-0.081,0.431,-0.618,195.068,82.336,-2.319
-0.092,0.465,-0.593,198.73,85.632,-1.526
-0.1,0.498,-0.568,201.66,88.989,-0.793
-0.109,0.52,-0.55,204.407,92.407,0.244
-0.116,0.539,-0.527,206.36,95.703,1.648
-0.121,0.57,-0.498,207.764,98.938,2.991
-0.124,0.603,-0.464,208.801,101.746,4.883
-0.13,0.642,-0.425,209.473,104.126,6.836
-0.137,0.682,-0.387,210.388,106.445,9.033
-0.149,0.719,-0.345,211.365,108.337,11.414
-0.163,0.748,-0.315,211.914,109.924,13.794
-0.175,0.773,-0.287,211.792,111.633,16.541
-0.187,0.804,-0.246,211.06,113.22,19.287
-0.199,0.836,-0.197,209.961,114.38,22.339
-0.207,0.859,-0.158,208.557,115.295,25.452
-0.211,0.863,-0.128,207.031,115.906,29.236
-0.22,0.866,-0.099,205.2,116.028,33.081
-0.237,0.877,-0.07,202.942,115.723,36.987
-0.26,0.889,-0.042,200.562,115.295,41.016
-0.276,0.892,-0.019,198.12,115.112,44.922
-0.297,0.886,-0.001,195.74,114.868,48.645
-0.316,0.89,0.049,193.237,115.112,52.246
-0.332,0.901,0.096,190.247,115.295,55.786
-0.344,0.909,0.135,187.378,115.662,59.57
-0.351,0.895,0.163,184.326,115.723,63.293
-0.359,0.87,0.206,181.091,115.601,66.589
-0.368,0.837,0.237,178.101,115.112,69.336
-0.379,0.808,0.258,174.438,114.929,71.594
-0.394,0.802,0.295,171.204,114.624,73.547
-0.408,0.792,0.33,168.152,114.441,75.012
-0.421,0.787,0.366,165.344,114.136,76.416
-0.438,0.793,0.409,162.231,114.563,77.332
-0.448,0.786,0.441,159.424,114.38,78.552
-0.456,0.77,0.473,156.86,114.624,79.712
-0.462,0.757,0.525,154.297,114.807,80.75
-0.465,0.733,0.559,151.917,115.234,82.031
-0.47,0.713,0.589,149.658,115.234,82.642
-0.476,0.694,0.62,147.583,115.356,82.642
-0.479,0.676,0.646,145.63,115.479,83.435
-0.481,0.661,0.666,143.677,115.479,84.045
-0.485,0.641,0.69,142.029,115.662,84.229
-0.491,0.615,0.727,140.137,115.784,83.984
-0.495,0.588,0.772,138.184,116.15,83.496
-0.503,0.567,0.818,136.353,116.455,83.008
-0.508,0.543,0.854,134.705,116.516,82.581
-0.507,0.51,0.868,133.118,116.394,81.97
-0.506,0.484,0.878,131.348,116.638,81.055
-0.507,0.465,0.887,129.333,116.821,80.017
-0.512,0.438,0.9,127.563,117.249,78.735
-0.517,0.417,0.937,125.732,117.981,77.515
-0.516,0.394,0.966,123.657,118.774,76.111
-0.513,0.36,0.974,121.765,119.507,74.768
-0.505,0.329,0.991,119.69,120.361,73.425
-0.495,0.305,1.009,117.493,121.094,72.021
-0.481,0.279,1.025,114.99,121.704,70.557
-0.468,0.261,1.068,112.854,122.192,68.97
-0.453,0.247,1.106,110.352,122.559,67.383
-0.437,0.224,1.116,107.788,122.498,65.918
-0.417,0.202,1.117,105.286,122.192,64.331
-0.399,0.182,1.123,102.539,121.887,63.049
-0.383,0.163,1.127,99.487,121.277,61.707
-0.374,0.138,1.136,96.802,120.972,60.425
-0.362,0.118,1.163,93.689,120.422,59.082
-0.347,0.098,1.185,90.637,119.446,57.495
-0.33,0.08,1.205,87.463,118.347,56.335
-0.312,0.064,1.22,84.595,116.699,55.115
-0.293,0.05,1.223,81.482,114.868,53.955
-0.278,0.037,1.216,78.491,112.671,52.979
-0.264,0.029,1.213,75.439,110.291,51.941
-0.251,0.023,1.208,72.51,108.215,50.72
-0.242,0.017,1.195,69.519,105.896,49.744
-0.234,0.01,1.184,66.589,103.516,48.828
-0.226,0.003,1.187,64.27,101.013,48.096
-0.214,-0.002,1.189,62.073,98.694,47.485
-0.203,-0.007,1.191,59.753,96.191,46.692
-0.192,-0.01,1.213,57.861,93.75,45.959
-0.181,-0.015,1.255,56.335,91.125,45.471
-0.168,-0.025,1.283,54.688,88.135,44.861
-0.153,-0.036,1.303,53.162,85.083,44.434
-0.14,-0.047,1.312,51.88,81.543,43.945
-0.13,-0.059,1.309,50.171,78.125,43.579
-0.122,-0.067,1.294,48.279,74.829,43.152
-0.112,-0.076,1.273,46.57,71.472,42.664
-0.104,-0.082,1.251,44.373,68.42,42.48
-0.095,-0.089,1.233,42.358,65.308,42.053
-0.089,-0.095,1.217,40.405,62.256,41.687
-0.085,-0.099,1.205,38.33,59.387,41.321
-0.081,-0.106,1.199,36.804,56.641,40.894
-0.074,-0.113,1.197,35.034,54.016,40.649
-0.068,-0.12,1.204,33.203,51.636,40.283
-0.061,-0.128,1.213,31.799,49.316,39.795
-0.051,-0.133,1.222,30.273,46.57,39.185
-0.043,-0.137,1.219,28.87,43.945,38.696
-0.04,-0.144,1.209,27.222,41.382,38.269
-0.034,-0.149,1.198,25.635,38.818,37.659
-0.03,-0.153,1.191,23.865,36.438,37.231
-0.024,-0.16,1.185,22.278,34.18,36.743
-0.018,-0.167,1.185,20.63,31.921,36.194
-0.011,-0.175,1.182,19.104,29.236,35.461
-0.005,-0.18,1.177,17.273,26.917,34.79
0.002,-0.182,1.172,15.442,24.475,33.875
0.008,-0.185,1.17,13.611,21.912,33.142
0.013,-0.187,1.169,12.085,19.531,32.349
0.014,-0.191,1.167,10.498,16.907,31.433
0.016,-0.196,1.164,8.972,14.465,30.396
0.018,-0.197,1.161,7.324,12.024,29.602
0.021,-0.198,1.155,5.859,9.46,28.564
0.026,-0.199,1.148,4.333,7.324,27.527
0.031,-0.2,1.14,2.991,5.188,26.367
0.033,-0.201,1.13,1.709,2.991,25.574
0.036,-0.199,1.121,0.549,0.793,24.658
0.036,-0.199,1.118,-0.854,-1.099,23.621
0.037,-0.196,1.113,-2.014,-2.686,22.461
0.035,-0.195,1.114,-2.991,-4.395,21.484
0.035,-0.192,1.114,-3.967,-5.859,20.447
0.035,-0.19,1.109,-4.944,-7.263,19.348
0.036,-0.187,1.102,-5.676,-8.728,18.433
0.038,-0.186,1.099,-6.165,-10.01,17.395
