aX,aY,aZ,gX,gY,gZ
-0.238,0.057,-0.58,-139.16,-45.288,-32.166
-0.239,0.035,-0.572,-129.822,-42.542,-31.25
-0.233,0.01,-0.565,-120.056,-40.71,-30.09
-0.229,-0.016,-0.581,-111.023,-39.734,-29.114
-0.233,-0.046,-0.611,-101.624,-39.307,-28.32
-0.237,-0.074,-0.653,-93.079,-38.94,-27.893
-0.246,-0.115,-0.707,-84.9,-38.33,-28.137
-0.252,-0.172,-0.755,-76.965,-37.17,-29.053
-0.261,-0.228,-0.794,-69.031,-35.522,-31.372
-0.275,-0.282,-0.83,-61.279,-33.386,-33.752
-0.279,-0.326,-0.866,-53.528,-30.945,-33.203
-0.286,-0.346,-0.912,-46.387,-28.625,-30.701
-0.296,-0.347,-0.961,-40.1,-25.574,-28.931
-0.309,-0.331,-0.996,-34.729,-22.461,-28.442
-0.316,-0.303,-0.997,-31.189,-18.066,-27.527
-0.312,-0.269,-0.989,-28.748,-13.428,-25.696
-0.307,-0.242,-0.972,-25.024,-9.155,-24.475
-0.306,-0.228,-0.961,-19.897,-6.409,-23.56
-0.313,-0.223,-0.962,-14.221,-4.578,-21.667
-0.323,-0.215,-0.97,-8.118,-2.869,-18.616
-0.33,-0.2,-0.977,-0.977,-0.793,-15.625
-0.335,-0.171,-0.969,5.31,1.587,-11.963
-0.335,-0.136,-0.95,13.062,3.662,-8.789
-0.331,-0.098,-0.923,22.095,5.798,-5.737
-0.326,-0.062,-0.894,32.166,7.69,-3.235
-0.325,-0.03,-0.861,43.274,8.85,-1.099
-0.32,-0.003,-0.828,54.932,9.521,1.16
-0.315,0.017,-0.804,67.383,9.399,3.296
-0.312,0.028,-0.796,79.712,9.094,5.31
-0.31,0.034,-0.802,91.125,8.667,7.263
-0.312,0.044,-0.828,101.013,8.667,9.338
-0.317,0.047,-0.861,109.68,9.827,10.925
-0.322,0.054,-0.876,116.699,11.963,12.329
-0.317,0.07,-0.869,121.826,15.259,14.282
-0.309,0.093,-0.859,126.16,18.982,15.869
-0.305,0.139,-0.833,130.005,22.644,17.639
-0.304,0.198,-0.809,134.033,26.245,19.104
-0.297,0.245,-0.793,138.733,30.212,20.508
-0.293,0.282,-0.788,143.127,34.424,21.912
-0.288,0.323,-0.783,146.423,38.635,24.17
-0.285,0.351,-0.786,148.621,43.152,26.489
-0.287,0.362,-0.765,149.231,48.157,28.809
-0.279,0.388,-0.725,148.743,53.345,31.372
-0.27,0.422,-0.67,147.278,58.35,34.119
-0.262,0.451,-0.611,146.057,63.049,36.987
-0.258,0.495,-0.556,145.569,67.078,39.978
-0.258,0.533,-0.523,146.179,70.618,42.664
-0.267,0.545,-0.512,148.437,73.547,45.227
-0.274,0.543,-0.47,151.245,77.026,47.852
-0.27,0.554,-0.403,153.992,80.566,50.415
-0.266,0.558,-0.349,156.982,83.252,52.429
-0.27,0.555,-0.315,160.034,85.266,54.382
-0.282,0.566,-0.285,162.537,86.731,56.458
-0.295,0.564,-0.281,164.734,88.684,58.472
-0.306,0.573,-0.26,167.175,91.248,60.12
-0.315,0.583,-0.268,169.922,94.116,61.584
-0.325,0.579,-0.276,173.34,97.595,62.561
-0.312,0.565,-0.266,175.842,102.112,63.965
-0.292,0.55,-0.253,176.941,106.812,66.223
-0.292,0.539,-0.233,176.88,111.755,68.848
-0.306,0.539,-0.213,176.27,116.577,71.228
-0.319,0.521,-0.19,175.72,122.437,72.693
-0.313,0.502,-0.134,175.537,128.967,73.73
-0.285,0.5,-0.054,175.11,135.071,74.402
-0.259,0.522,0.041,173.706,140.625,75.256
-0.247,0.548,0.136,171.875,144.714,77.087
-0.241,0.552,0.213,169.678,147.644,79.773
-0.242,0.557,0.277,166.992,149.78,82.397
-0.254,0.539,0.274,164.429,151.306,85.022
-0.267,0.502,0.262,161.133,153.687,87.341
-0.272,0.474,0.263,157.532,156.555,89.478
-0.279,0.469,0.301,153.32,160.156,91.064
-0.273,0.481,0.37,149.353,164.49,92.896
-0.264,0.48,0.442,145.996,168.396,94.849
-0.259,0.467,0.526,143.127,171.265,96.741
-0.264,0.441,0.603,140.381,173.34,98.389
-0.274,0.405,0.662,137.39,174.744,99.67
-0.283,0.369,0.703,134.583,175.537,100.464
-0.294,0.337,0.747,130.92,176.147,100.342
-0.307,0.325,0.778,126.892,177.124,99.976
-0.333,0.315,0.812,122.62,178.589,99.304
-0.344,0.295,0.88,117.981,180.908,98.511
-0.335,0.265,0.942,112.976,182.861,97.351
-0.319,0.221,1.005,107.483,184.143,95.764
-0.31,0.179,1.079,100.891,184.387,93.811
-0.308,0.149,1.144,93.445,183.838,91.37
-0.317,0.127,1.183,85.876,182.068,88.562
-0.329,0.108,1.228,78.369,179.81,85.51
-0.336,0.092,1.26,70.74,177.673,81.909
-0.343,0.076,1.272,63.354,175.476,77.942
-0.344,0.058,1.271,56.213,173.096,74.158
-0.341,0.045,1.288,49.255,171.082,70.251
-0.339,0.043,1.312,42.908,169.006,66.345
-0.341,0.048,1.332,37.17,166.748,62.561
-0.341,0.052,1.36,32.227,164.551,58.533
-0.333,0.052,1.403,28.32,162.231,54.321
-0.327,0.05,1.43,25.818,159.607,50.232
-0.321,0.043,1.452,24.231,156.311,46.021
-0.307,0.046,1.47,22.827,152.649,41.687
-0.296,0.06,1.473,22.034,148.621,37.476
-0.286,0.076,1.455,21.362,144.592,33.752
-0.277,0.082,1.442,20.02,140.747,30.701
-0.265,0.085,1.434,18.372,137.024,28.381
-0.258,0.085,1.423,16.052,133.545,26.367
-0.258,0.087,1.418,13.306,130.432,24.658
-0.259,0.086,1.421,10.62,127.747,23.01
-0.258,0.086,1.425,8.545,124.756,21.24
-0.255,0.093,1.427,6.836,122.131,19.287
-0.249,0.103,1.436,5.432,119.629,17.334
-0.241,0.107,1.433,5.066,116.882,15.442
-0.235,0.11,1.419,4.761,114.014,13.55
-0.227,0.11,1.414,4.944,111.389,11.841
-0.216,0.109,1.414,4.944,108.765,10.132
-0.2,0.105,1.408,4.7,106.079,8.911
-0.184,0.107,1.406,4.944,102.966,7.69
-0.171,0.113,1.401,4.883,99.792,6.409
-0.159,0.117,1.395,5.066,96.619,5.554
-0.148,0.117,1.394,5.066,93.14,4.883
-0.145,0.117,1.39,5.31,89.478,4.333
-0.145,0.118,1.373,5.432,85.693,3.845
-0.145,0.117,1.355,5.798,82.581,3.235
-0.146,0.119,1.338,6.348,79.224,2.563
-0.145,0.121,1.323,6.836,76.172,2.197
-0.142,0.124,1.31,7.019,73.364,1.648
-0.137,0.129,1.307,7.263,70.679,1.343
-0.131,0.134,1.303,7.263,68.115,1.099
-0.126,0.135,1.298,7.263,65.308,1.343
-0.119,0.135,1.29,7.08,62.744,1.587
-0.116,0.13,1.284,6.836,59.875,2.136
-0.112,0.126,1.282,6.775,57.068,2.441
-0.106,0.12,1.289,6.775,54.138,2.563
-0.101,0.12,1.297,6.897,51.147,2.625
-0.097,0.116,1.305,7.08,47.852,2.93
-0.094,0.117,1.312,6.836,44.434,3.174
-0.093,0.121,1.316,6.226,40.955,3.296
-0.092,0.123,1.318,5.432,37.354,3.54
-0.092,0.121,1.315,4.456,33.508,3.906
-0.089,0.119,1.314,3.357,29.724,4.395
-0.087,0.118,1.309,2.38,25.94,4.822
-0.086,0.115,1.298,1.343,21.973,4.944
-0.081,0.111,1.29,-0.122,18.372,4.761
-0.075,0.109,1.281,-1.099,14.465,4.7
-0.067,0.108,1.27,-1.831,10.742,4.517
-0.058,0.107,1.261,-2.747,7.263,4.578
-0.048,0.109,1.25,-3.296,3.845,4.333
-0.04,0.11,1.231,-3.662,0.732,4.028
-0.034,0.107,1.211,-4.089,-1.892,3.601
-0.032,0.104,1.19,-3.906,-4.333,3.296
-0.034,0.103,1.171,-3.235,-6.531,2.747
-0.031,0.1,1.153,-2.502,-8.24,1.953
-0.027,0.099,1.133,-1.587,-9.827,1.099
-0.025,0.095,1.11,-0.732,-11.414,0.427
-0.023,0.09,1.087,0.061,-12.695,-0.549
-0.021,0.086,1.07,0.671,-13.55,-1.648
-0.021,0.085,1.054,1.221,-13.977,-2.38
-0.017,0.085,1.044,1.587,-13.916,-3.174
-0.012,0.089,1.04,2.014,-13.611,-4.15
-0.005,0.095,1.039,2.502,-13.306,-4.944
0.001,0.104,1.041,2.991,-12.817,-5.798
0.012,0.111,1.049,3.601,-12.634,-6.287
0.019,0.115,1.047,4.211,-12.146,-6.897
0.027,0.116,1.043,4.639,-11.963,-7.446
0.031,0.114,1.04,4.639,-11.536,-7.996
0.039,0.113,1.045,3.906,-11.292,-8.179
0.045,0.113,1.051,2.747,-11.047,-8.362
0.052,0.116,1.061,1.282,-11.292,-8.24
0.06,0.122,1.068,-0.305,-11.658,-7.996
0.063,0.131,1.07,-1.709,-12.39,-7.446
0.068,0.137,1.068,-2.502,-13,-7.019
0.076,0.142,1.064,-2.808,-13.733,-6.653
0.079,0.146,1.059,-2.93,-14.893,-6.287
0.082,0.151,1.052,-2.502,-15.625,-5.737
0.083,0.153,1.047,-1.831,-16.113,-5.31
0.084,0.155,1.044,-1.16,-16.174,-4.944
0.085,0.155,1.036,-0.488,-16.602,-4.395
0.089,0.154,1.03,0.305,-16.846,-3.906
0.09,0.15,1.019,0.549,-16.968,-3.54
0.089,0.146,1.007,0.549,-16.846,-2.93
0.087,0.146,0.999,0.61,-16.541,-2.502
0.083,0.143,0.983,0.488,-16.174,-2.075
0.081,0.141,0.968,0.61,-15.32,-1.77
0.077,0.139,0.958,0.732,-14.282,-1.465
0.078,0.137,0.957,0.916,-13.306,-1.16
0.08,0.137,0.961,1.038,-12.085,-0.793
0.083,0.139,0.969,0.732,-10.864,-0.366
0.087,0.14,0.978,0.793,-9.827,0
0.091,0.141,0.985,0.916,-8.911,0.366
0.094,0.142,0.988,1.343,-8.423,0.549
0.096,0.145,0.993,1.526,-7.751,0.793
0.094,0.144,0.993,1.892,-7.019,1.16
0.094,0.146,0.996,2.441,-6.409,1.526
0.095,0.148,1,2.869,-5.798,2.136
0.097,0.15,1.007,3.357,-5.432,2.38
0.099,0.149,1.017,3.784,-5.066,2.808
0.103,0.146,1.031,4.15,-4.883,3.418
0.106,0.145,1.038,3.967,-4.944,3.845
0.109,0.141,1.039,4.272,-5.31,4.272
0.109,0.14,1.038,4.211,-5.676,4.7
0.107,0.138,1.03,4.211,-5.981,5.066
0.103,0.135,1.015,3.906,-6.104,5.31
0.099,0.132,1.004,3.418,-5.798,5.493
0.098,0.13,0.998,2.93,-5.737,5.737
0.096,0.128,0.991,2.38,-5.371,6.042
0.093,0.126,0.989,1.831,-4.822,6.226
0.091,0.125,0.992,1.587,-4.333,6.409
0.092,0.124,0.996,1.526,-3.967,6.592
0.093,0.123,0.997,1.404,-3.235,6.47
0.091,0.122,0.995,1.587,-2.625,6.531
0.091,0.121,0.99,1.831,-2.38,6.531
0.087,0.119,0.983,2.38,-1.648,6.47
0.082,0.117,0.974,2.625,-0.916,6.226
0.078,0.117,0.972,2.563,0.061,5.92
0.076,0.117,0.977,2.625,0.793,5.859
0.079,0.116,0.987,2.441,1.892,5.493
0.084,0.116,1.001,2.563,2.441,5.493
0.087,0.119,1.015,2.686,2.869,5.371
0.092,0.12,1.031,3.052,2.93,5.066
0.093,0.122,1.041,3.418,2.808,4.944
0.092,0.123,1.047,3.723,2.38,4.639
0.092,0.122,1.052,3.845,1.709,4.517
0.09,0.121,1.055,4.089,0.977,4.395
0.087,0.119,1.052,4.272,0.488,4.211
0.083,0.118,1.049,4.089,0,4.089
0.079,0.116,1.044,3.906,-0.549,3.845
,,,,,
-0.237,0.069,1.452,-5.432,-25.574,-6.042
-0.247,0.066,1.511,-6.409,-31.86,-7.629
-0.246,0.055,1.569,-7.263,-39.001,-9.46
-0.234,0.041,1.609,-8.118,-47.058,-11.414
-0.23,0.029,1.626,-9.277,-55.786,-13.489
-0.236,0.025,1.616,-10.803,-64.819,-15.625
-0.249,0.02,1.586,-12.207,-73.73,-18.127
-0.268,0.014,1.544,-13.672,-81.482,-20.386
-0.289,0.007,1.493,-14.771,-88.379,-22.827
-0.311,0,1.439,-15.808,-94.604,-25.635
-0.339,-0.001,1.391,-16.541,-99.731,-28.442
-0.367,0.008,1.353,-16.907,-103.821,-31.433
-0.388,0.019,1.328,-16.663,-107.178,-34.546
-0.392,0.034,1.329,-16.052,-109.802,-37.72
-0.389,0.048,1.34,-15.259,-112.244,-40.894
-0.383,0.067,1.361,-14.587,-114.319,-44.189
-0.379,0.09,1.385,-14.404,-116.821,-47.241
-0.377,0.113,1.409,-14.709,-119.507,-49.866
-0.375,0.135,1.443,-15.198,-122.437,-52.246
-0.372,0.157,1.484,-16.296,-126.038,-54.321
-0.369,0.182,1.528,-18.25,-130.005,-55.603
-0.365,0.209,1.569,-20.691,-134.644,-56.702
-0.355,0.237,1.609,-23.254,-140.198,-57.495
-0.341,0.261,1.639,-26.367,-146.606,-58.228
-0.329,0.283,1.655,-29.419,-153.503,-58.411
-0.32,0.305,1.66,-32.837,-160.522,-58.777
-0.315,0.324,1.659,-36.438,-167.725,-58.96
-0.314,0.348,1.658,-39.673,-174.316,-59.204
-0.313,0.368,1.65,-43.274,-180.908,-59.326
-0.312,0.387,1.645,-46.814,-186.951,-59.448
-0.307,0.402,1.635,-50.72,-192.688,-59.509
-0.3,0.417,1.622,-54.932,-197.876,-59.448
-0.294,0.428,1.607,-59.631,-202.881,-59.57
-0.287,0.439,1.577,-64.88,-207.825,-59.753
-0.285,0.448,1.543,-70.251,-212.341,-59.937
-0.285,0.453,1.507,-76.172,-216.431,-60.059
-0.279,0.457,1.454,-81.909,-220.52,-59.998
-0.275,0.456,1.393,-87.83,-223.633,-59.998
-0.279,0.456,1.329,-93.811,-226.44,-59.937
-0.284,0.455,1.245,-99.731,-228.76,-59.814
-0.292,0.45,1.16,-105.957,-230.164,-59.448
-0.304,0.444,1.078,-112.305,-230.957,-59.326
-0.315,0.441,1.003,-118.53,-230.774,-58.96
-0.321,0.425,0.931,-124.756,-229.736,-58.655
-0.325,0.41,0.859,-130.676,-228.455,-58.655
-0.333,0.4,0.784,-136.292,-227.112,-59.204
-0.344,0.403,0.711,-141.235,-225.464,-60.364
-0.343,0.395,0.642,-145.508,-223.328,-61.89
-0.337,0.388,0.587,-149.109,-220.947,-63.171
-0.331,0.38,0.506,-151.794,-218.994,-64.697
-0.327,0.355,0.422,-154.602,-216.858,-66.467
-0.316,0.323,0.342,-158.142,-214.539,-68.054
-0.306,0.301,0.266,-162.537,-211.975,-69.458
-0.302,0.295,0.186,-167.419,-209.106,-70.984
-0.294,0.293,0.109,-172.119,-205.505,-72.144
-0.276,0.295,0.046,-177.185,-201.538,-73.242
-0.253,0.307,-0.018,-182.495,-197.51,-73.608
-0.234,0.308,-0.095,-187.256,-193.237,-73.12
-0.231,0.316,-0.157,-191.467,-188.293,-71.96
-0.231,0.335,-0.217,-194.824,-182.983,-70.496
-0.228,0.34,-0.269,-196.716,-177.124,-68.787
-0.226,0.346,-0.296,-196.655,-171.082,-66.956
-0.226,0.362,-0.316,-195.374,-164.795,-65.43
-0.233,0.381,-0.326,-192.2,-158.63,-63.965
-0.226,0.394,-0.354,-187.317,-152.405,-62.927
-0.219,0.383,-0.398,-181.519,-146.484,-61.768
-0.21,0.371,-0.427,-175.72,-140.381,-60.913
-0.203,0.36,-0.465,-170.959,-134.277,-59.692
-0.198,0.351,-0.494,-166.992,-128.052,-58.167
-0.195,0.336,-0.523,-163.818,-121.704,-56.885
-0.19,0.332,-0.539,-161.621,-115.173,-54.993
-0.186,0.327,-0.551,-160.4,-108.398,-52.917
-0.176,0.311,-0.567,-159.668,-101.929,-50.72
-0.166,0.298,-0.578,-159.363,-95.764,-48.035
-0.159,0.293,-0.584,-159.058,-89.722,-45.227
-0.16,0.292,-0.59,-158.325,-83.862,-42.053
-0.162,0.283,-0.604,-156.982,-78.125,-38.757
-0.168,0.273,-0.616,-154.785,-72.388,-35.828
-0.174,0.267,-0.624,-151.55,-67.017,-33.508
-0.179,0.259,-0.626,-147.461,-62.073,-31.311
-0.175,0.254,-0.625,-142.578,-57.312,-29.602
-0.166,0.24,-0.622,-137.268,-52.795,-28.259
-0.155,0.213,-0.62,-131.775,-48.889,-26.917
-0.147,0.194,-0.62,-126.526,-45.715,-25.513
-0.142,0.177,-0.627,-121.338,-43.213,-24.048
-0.145,0.155,-0.638,-116.211,-40.894,-22.705
-0.148,0.135,-0.658,-111.389,-39.063,-21.484
-0.152,0.112,-0.679,-106.873,-36.682,-20.752
-0.153,0.087,-0.706,-102.661,-34.424,-20.325
-0.157,0.055,-0.727,-98.206,-32.227,-20.386
-0.161,0.01,-0.735,-93.079,-30.273,-21.667
-0.167,-0.046,-0.729,-87.463,-28.381,-24.292
-0.17,-0.094,-0.726,-80.933,-27.71,-26.062
-0.166,-0.128,-0.74,-75.562,-25.94,-24.414
-0.163,-0.143,-0.763,-70.679,-24.475,-24.048
-0.16,-0.148,-0.801,-66.284,-23.56,-24.536
-0.165,-0.153,-0.829,-62.073,-23.01,-26.306
-0.165,-0.172,-0.852,-57.983,-22.278,-28.564
-0.171,-0.204,-0.866,-54.321,-21.118,-31.25
-0.177,-0.235,-0.882,-52.612,-19.653,-32.776
-0.178,-0.265,-0.894,-51.27,-18.005,-34.424
-0.185,-0.298,-0.914,-49.622,-16.479,-36.255
-0.195,-0.323,-0.932,-47.791,-15.381,-37.17
-0.208,-0.334,-0.952,-47.18,-14.099,-36.743
-0.219,-0.336,-0.988,-45.898,-11.902,-35.645
-0.234,-0.334,-1.016,-43.274,-10.254,-34.058
-0.245,-0.326,-1.031,-40.771,-6.531,-33.142
-0.253,-0.319,-1.043,-36.926,-3.967,-30.945
-0.262,-0.31,-1.054,-32.471,-0.793,-28.32
-0.271,-0.299,-1.051,-26.733,2.563,-25.574
-0.276,-0.279,-1.035,-19.775,5.981,-22.766
-0.275,-0.257,-1.013,-11.963,9.155,-19.348
-0.276,-0.232,-0.988,-2.991,11.963,-15.808
-0.272,-0.205,-0.957,7.446,14.343,-11.963
-0.265,-0.179,-0.926,18.86,16.235,-8.118
-0.255,-0.157,-0.892,30.884,17.212,-4.639
-0.249,-0.138,-0.859,43.091,17.639,-1.465
-0.241,-0.124,-0.832,55.481,17.517,1.953
-0.235,-0.109,-0.816,66.406,17.334,5.615
-0.228,-0.098,-0.812,76.965,16.846,9.216
-0.227,-0.086,-0.813,86.914,16.602,12.695
-0.231,-0.071,-0.816,95.398,16.541,15.991
-0.229,-0.055,-0.819,103.699,16.785,18.86
-0.228,-0.04,-0.831,111.633,17.273,21.057
-0.233,-0.03,-0.85,118.652,18.25,23.315
-0.234,-0.016,-0.875,124.878,20.325,25.452
-0.23,-0.001,-0.898,130.493,22.827,26.978
-0.231,0.013,-0.923,135.254,25.635,28.32
-0.229,0.035,-0.932,138.977,30.457,28.87
-0.221,0.061,-0.919,141.968,35.95,29.236
-0.216,0.099,-0.893,144.165,41.809,29.785
-0.207,0.152,-0.865,146.545,46.814,30.701
-0.202,0.209,-0.835,150.818,51.453,31.189
-0.195,0.258,-0.813,154.541,56.824,31.677
-0.192,0.29,-0.809,158.569,61.035,32.532
-0.197,0.325,-0.791,161.865,65.857,33.386
-0.202,0.375,-0.75,164.612,70.129,34.851
-0.201,0.416,-0.701,166.87,74.585,36.499
-0.198,0.445,-0.646,168.701,78.43,38.513
-0.197,0.479,-0.59,169.434,81.543,40.833
-0.201,0.506,-0.545,170.166,83.862,42.969
-0.214,0.526,-0.526,170.471,85.876,44.861
-0.232,0.528,-0.545,170.776,87.524,47.058
-0.25,0.517,-0.573,170.837,89.783,48.889
-0.268,0.501,-0.59,169.922,93.018,50.476
-0.283,0.503,-0.56,167.786,97.412,51.941
-0.286,0.535,-0.497,165.161,101.99,53.345
-0.29,0.566,-0.434,163.391,105.774,54.504
-0.294,0.575,-0.389,162.048,109.07,55.969
-0.3,0.577,-0.365,161.255,111.816,57.312
-0.308,0.57,-0.366,161.072,114.197,58.472
-0.322,0.565,-0.364,160.828,116.76,60.12
-0.34,0.566,-0.336,159.973,119.629,61.768
-0.354,0.579,-0.274,159.302,123.23,63.171
-0.363,0.582,-0.199,159.424,125.977,64.148
-0.358,0.562,-0.14,159.729,128.479,64.758
-0.354,0.545,-0.092,159.424,130.066,65.125
-0.353,0.54,-0.073,158.63,131.348,65.308
-0.361,0.54,-0.082,157.043,132.202,66.04
-0.383,0.559,-0.085,155.151,133.911,67.444
-0.417,0.572,-0.093,152.954,136.902,68.97
-0.437,0.556,-0.068,152.1,141.052,70.313
-0.432,0.527,0.01,150.94,145.813,71.35
-0.415,0.508,0.107,149.475,150.391,71.655
-0.394,0.478,0.186,147.827,153.198,71.716
-0.368,0.444,0.239,145.935,154.48,71.716
-0.356,0.437,0.28,143.066,154.663,71.899
-0.371,0.456,0.307,139.526,154.541,72.876
-0.397,0.475,0.334,136.475,154.663,74.219
-0.419,0.478,0.379,134.155,155.579,75.5
-0.409,0.459,0.424,132.202,156.738,76.599
-0.383,0.429,0.47,130.554,157.349,77.332
-0.365,0.4,0.507,127.991,157.227,78.552
-0.363,0.382,0.528,125.183,156.738,79.956
-0.381,0.386,0.558,121.948,156.372,81.177
-0.404,0.393,0.599,119.019,156.555,82.275
-0.412,0.377,0.64,116.821,157.104,83.13
-0.406,0.344,0.688,115.112,158.02,83.618
-0.39,0.314,0.733,112.976,158.569,83.862
-0.381,0.292,0.763,109.985,158.997,83.679
-0.387,0.282,0.796,106.689,158.936,83.862
-0.396,0.268,0.825,103.088,159.119,83.74
-0.402,0.247,0.862,99.487,159.729,83.496
-0.406,0.22,0.923,95.947,160.583,83.252
-0.405,0.189,0.997,92.102,160.95,82.458
-0.4,0.152,1.052,88.074,161.194,80.994
-0.393,0.12,1.098,83.923,160.645,78.857
-0.392,0.1,1.137,78.979,159.241,76.66
-0.393,0.091,1.17,73.853,157.715,74.158
-0.398,0.085,1.206,68.726,156.189,71.411
-0.407,0.076,1.24,63.538,154.48,68.848
-0.41,0.06,1.277,58.411,152.771,66.04
-0.412,0.039,1.318,53.162,151.123,62.988
-0.414,0.019,1.349,47.913,148.987,59.204
-0.418,0.013,1.367,42.603,146.729,55.115
-0.421,0.022,1.379,37.598,144.348,51.453
-0.418,0.031,1.39,32.776,142.334,47.729
-0.409,0.035,1.399,28.625,140.076,43.945
-0.399,0.036,1.408,24.719,137.634,40.405
-0.385,0.033,1.41,20.752,135.254,36.743
-0.378,0.027,1.419,16.846,132.446,33.325
-0.375,0.029,1.423,13,128.967,30.09
-0.367,0.035,1.415,9.277,125.793,27.1
-0.353,0.043,1.408,5.737,122.803,24.475
-0.342,0.05,1.405,2.869,119.507,21.973
-0.337,0.057,1.393,0.122,115.906,19.897
-0.331,0.055,1.381,-2.014,112.427,18.127
-0.326,0.052,1.366,-3.967,108.948,16.296
-0.317,0.05,1.348,-5.859,105.53,14.343
-0.313,0.057,1.324,-7.141,102.661,12.268
-0.309,0.068,1.309,-7.629,100.22,10.498
-0.303,0.075,1.306,-7.324,98.45,8.728
-0.294,0.076,1.302,-6.47,96.985,7.08
-0.283,0.073,1.294,-5.249,95.764,5.676
-0.274,0.067,1.289,-3.723,94.238,4.089
-0.27,0.063,1.297,-1.953,92.59,2.502
-0.264,0.065,1.314,-0.366,90.881,0.732
-0.259,0.067,1.341,1.648,88.928,-0.977
-0.256,0.071,1.359,3.54,86.548,-2.441
-0.254,0.076,1.375,5.188,83.679,-3.662
-0.246,0.083,1.394,6.653,80.383,-4.639
-0.239,0.089,1.412,7.812,76.904,-5.493
-0.239,0.091,1.429,8.728,72.449,-6.165
-0.236,0.091,1.449,9.033,68.054,-6.653
-0.23,0.093,1.465,8.789,62.866,-7.141
-0.229,0.094,1.472,8.118,56.946,-7.324
-0.227,0.096,1.469,7.141,50.781,-7.385
-0.225,0.101,1.461,5.798,44.312,-7.507
-0.223,0.111,1.448,3.784,38.33,-7.385
-0.224,0.121,1.434,1.77,32.288,-7.263
-0.224,0.126,1.414,0.061,26.367,-6.836
-0.225,0.129,1.385,-1.831,20.935,-6.531
-0.229,0.133,1.354,-3.845,15.808,-5.981
-0.228,0.138,1.322,-5.615,11.047,-5.493
-0.226,0.146,1.286,-7.141,7.08,-5.127
-0.218,0.155,1.253,-7.69,3.784,-4.7
-0.211,0.162,1.219,-7.935,1.099,-4.333
-0.204,0.162,1.182,-7.874,-1.221,-4.089
-0.198,0.157,1.144,-7.874,-3.296,-4.028
-0.191,0.151,1.104,-7.568,-4.639,-3.906
-0.188,0.146,1.069,-7.446,-5.249,-3.845
-0.181,0.145,1.04,-6.897,-5.615,-3.967
-0.173,0.144,1.02,-6.348,-5.432,-4.211
-0.162,0.149,1.007,-5.859,-4.883,-4.333
-0.15,0.152,1.001,-5.127,-4.15,-4.517
-0.134,0.153,0.998,-4.272,-3.54,-4.7
-0.122,0.156,0.997,-3.479,-2.747,-4.944
-0.109,0.156,0.995,-2.441,-2.136,-5.005
-0.098,0.153,0.992,-1.709,-1.404,-5.371
-0.088,0.154,0.996,-1.16,-0.916,-5.737
-0.078,0.158,1.002,-0.732,-0.366,-5.737
-0.071,0.165,1.015,-0.488,0.427,-5.92
-0.059,0.171,1.036,-0.366,0.854,-6.042
-0.046,0.176,1.053,0.183,0.61,-5.615
-0.036,0.18,1.068,0.977,0.183,-5.371
-0.024,0.183,1.081,1.77,-0.488,-5.127
-0.015,0.184,1.087,2.686,-1.526,-4.944
-0.01,0.183,1.085,3.418,-2.686,-4.761
-0.007,0.177,1.077,4.395,-4.15,-4.639
-0.006,0.171,1.068,4.761,-4.944,-4.395
-0.006,0.165,1.062,4.7,-5.798,-4.333
-0.008,0.161,1.052,4.395,-6.47,-4.089
-0.011,0.159,1.042,3.967,-7.202,-3.784
-0.012,0.158,1.031,3.052,-7.507,-3.54
-0.011,0.159,1.023,2.502,-7.69,-3.357
-0.006,0.16,1.02,2.136,-7.996,-3.052
-0.004,0.157,1.014,1.77,-7.935,-2.93
-0.003,0.152,1.005,1.77,-7.69,-2.93
-0.004,0.147,1,1.648,-7.385,-3.052
-0.008,0.142,0.993,1.099,-6.958,-2.991
-0.008,0.138,0.99,0.488,-6.409,-3.174
-0.008,0.138,0.991,0.061,-5.615,-3.235
-0.008,0.141,0.996,-0.793,-4.822,-3.296
-0.006,0.144,1.001,-1.221,-4.211,-3.235
-0.005,0.145,1.004,-1.709,-3.723,-3.296
-0.005,0.148,1.006,-1.892,-3.296,-3.235
-0.005,0.15,1.008,-1.953,-2.686,-3.235
-0.004,0.149,1.009,-1.77,-2.625,-3.296
-0.003,0.15,1.008,-1.404,-2.38,-3.174
-0.004,0.153,1.004,-1.404,-1.892,-3.174
-0.004,0.156,1.001,-1.343,-1.465,-3.113
-0.005,0.159,1.002,-1.282,-1.038,-3.052
-0.004,0.162,1.011,-0.977,-0.427,-2.808
-0.005,0.164,1.02,-1.099,-0.183,-2.441
-0.001,0.165,1.029,-1.221,0,-2.014
0.001,0.165,1.037,-1.282,0.061,-1.648
0.003,0.165,1.04,-1.587,-0.305,-1.343
0.004,0.168,1.044,-1.587,-0.488,-0.977
0.003,0.168,1.04,-1.587,-0.793,-0.427
0.001,0.167,1.037,-1.526,-1.221,0
0,0.166,1.035,-1.648,-1.648,0.427
-0.002,0.163,1.028,-1.465,-1.77,1.221
-0.005,0.161,1.024,-1.404,-1.892,1.587
-0.009,0.16,1.021,-1.343,-1.77,1.831
-0.013,0.161,1.018,-1.038,-1.526,2.075
-0.013,0.16,1.017,-0.549,-1.038,2.441
-0.012,0.159,1.018,-0.305,-0.977,2.563
-0.01,0.16,1.025,0.122,-0.916,2.808
-0.008,0.16,1.029,0.366,-0.854,3.052
-0.006,0.157,1.033,0.671,-0.366,3.174
,,,,,
