aX,aY,aZ,gX,gY,gZ
0.068,0.071,1.039,-0.61,-1.16,0.549
0.069,0.072,1.039,0.366,-1.099,0.366
0.069,0.072,1.038,1.587,-1.099,0.244
0.068,0.071,1.039,2.808,-1.282,-0.122
0.069,0.068,1.041,3.662,-1.343,-0.305
0.069,0.066,1.041,3.845,-1.526,-0.305
0.069,0.064,1.041,3.601,-1.404,-0.122
0.069,0.062,1.042,2.747,-1.526,0.061
0.069,0.063,1.04,1.77,-1.465,0.305
0.069,0.064,1.041,0.732,-1.282,0.427
0.069,0.066,1.039,0.061,-1.282,0.427
0.069,0.069,1.04,-0.305,-1.221,0.427
0.069,0.071,1.039,0.366,-1.282,0.366
0.069,0.071,1.039,1.16,-1.343,0.244
0.069,0.069,1.039,1.892,-1.526,0.122
0.069,0.068,1.04,2.686,-1.465,-0.122
0.069,0.067,1.04,2.991,-1.465,-0.244
0.068,0.065,1.041,2.93,-1.343,-0.183
0.069,0.064,1.041,2.625,-1.465,-0.122
0.069,0.065,1.042,2.014,-1.404,0.122
0.069,0.065,1.041,1.343,-1.404,0.244
0.069,0.066,1.04,0.854,-1.16,0.427
0.069,0.067,1.039,0.671,-1.099,0.305
0.068,0.068,1.039,0.854,-1.221,0.427
0.07,0.069,1.039,1.221,-1.343,0.305
0.069,0.069,1.039,1.892,-1.282,0.122
0.068,0.068,1.04,2.319,-1.343,0.061
0.07,0.066,1.041,2.625,-1.465,-0.061
0.069,0.066,1.04,2.625,-1.465,0.061
0.069,0.064,1.041,2.502,-1.282,-0.061
0.07,0.064,1.04,2.075,-1.343,0.183
0.068,0.066,1.041,1.526,-1.282,0.244
0.069,0.066,1.04,1.16,-1.282,0.305
0.069,0.067,1.042,0.977,-1.343,0.183
0.069,0.068,1.04,1.099,-1.221,0.305
0.068,0.068,1.04,1.465,-1.343,0.244
0.069,0.068,1.04,1.77,-1.404,0.122
0.069,0.068,1.039,2.319,-1.343,0
0.069,0.067,1.04,2.563,-1.221,-0.061
0.07,0.066,1.04,2.38,-1.282,0.061
0.069,0.065,1.041,2.197,-1.343,0.061
0.069,0.066,1.04,1.892,-1.221,0.061
0.069,0.066,1.04,1.648,-1.16,0.183
0.069,0.065,1.041,1.099,-1.282,0.427
0.069,0.067,1.04,1.16,-1.282,0.244
0.069,0.067,1.039,1.221,-1.343,0.305
0.069,0.068,1.04,1.16,-1.282,0.244
0.069,0.068,1.04,1.526,-1.526,0.183
0.069,0.068,1.04,1.831,-1.343,0.183
0.069,0.068,1.04,2.319,-1.282,-0.061
0.069,0.066,1.04,2.502,-1.221,-0.122
0.069,0.066,1.04,2.38,-1.343,0
0.068,0.067,1.041,2.075,-1.404,0.122
0.069,0.066,1.041,1.953,-1.465,0.122
0.068,0.067,1.04,1.831,-1.343,0.244
0.068,0.066,1.04,1.404,-1.282,0.305
0.07,0.068,1.04,1.343,-1.16,0.366
0.07,0.068,1.04,1.16,-1.221,0.305
0.069,0.068,1.039,1.526,-1.221,0.427
0.069,0.068,1.04,1.831,-1.343,0.244
0.068,0.068,1.04,2.014,-1.282,0.183
0.069,0.067,1.041,2.075,-1.404,-0.061
0.069,0.066,1.042,2.075,-1.526,0
0.069,0.066,1.041,2.075,-1.465,0.122
0.069,0.067,1.041,1.831,-1.343,0.183
0.068,0.066,1.04,1.587,-1.404,0.183
0.068,0.068,1.041,1.343,-1.404,0.305
0.069,0.068,1.039,1.404,-1.343,0.427
0.069,0.067,1.042,1.404,-1.221,0.061
0.068,0.068,1.039,1.465,-1.343,0.183
0.069,0.067,1.04,1.77,-1.343,0.122
0.069,0.068,1.041,2.014,-1.404,0.061
0.07,0.067,1.04,2.258,-1.465,0.061
0.069,0.067,1.04,2.014,-1.343,0.122
0.07,0.066,1.04,2.197,-1.404,0.183
0.069,0.066,1.04,1.831,-1.526,0.122
0.069,0.067,1.04,1.831,-1.282,0.061
0.069,0.067,1.04,1.648,-1.282,0.305
0.069,0.067,1.04,1.465,-1.221,0.122
0.069,0.067,1.04,1.526,-1.16,0.244
0.069,0.067,1.039,1.587,-1.282,0.244
0.069,0.068,1.04,1.709,-1.465,0.122
0.069,0.067,1.04,1.953,-1.343,0.122
0.068,0.068,1.041,1.831,-1.282,0.061
0.069,0.066,1.04,1.953,-1.404,0.122
0.07,0.067,1.04,2.014,-1.526,0.122
0.07,0.067,1.04,1.953,-1.526,0.061
0.068,0.067,1.04,1.831,-1.343,0.061
0.068,0.067,1.04,1.892,-1.221,0.122
0.069,0.066,1.04,1.648,-1.282,0.122
0.068,0.068,1.04,1.465,-1.343,0.122
0.069,0.068,1.041,1.77,-1.404,0.244
0.069,0.067,1.04,1.709,-1.343,0.305
0.069,0.067,1.04,1.892,-1.343,0.305
0.069,0.067,1.04,2.014,-1.526,0.122
0.068,0.068,1.04,1.892,-1.343,0.061
0.069,0.068,1.04,1.892,-1.404,0.122
0.07,0.067,1.043,1.77,-1.282,0.183
0.069,0.066,1.04,1.648,-1.16,0.183
0.07,0.068,1.04,1.709,-1.343,0.122
0.069,0.067,1.04,1.648,-1.343,0.183
0.069,0.067,1.041,1.77,-1.282,0.122
0.069,0.068,1.04,1.953,-1.465,0.061
0.069,0.067,1.04,1.648,-1.404,0
0.069,0.067,1.04,1.77,-1.526,0
0.069,0.067,1.04,1.953,-1.343,0.061
0.069,0.067,1.04,2.014,-1.282,0.122
0.069,0.067,1.04,1.953,-1.404,0.122
0.068,0.067,1.04,1.953,-1.465,0.183
0.068,0.067,1.04,1.831,-1.404,0.122
0.068,0.068,1.04,1.709,-1.404,0.183
0.069,0.067,1.041,1.77,-1.282,-0.061
0.068,0.067,1.04,1.648,-1.343,-0.061
0.069,0.067,1.041,1.587,-1.282,0.061
0.068,0.067,1.04,1.77,-1.221,0.244
0.07,0.067,1.039,1.831,-1.343,0.122
0.069,0.067,1.04,1.953,-1.282,0.122
0.069,0.068,1.04,2.136,-1.526,0.183
0.069,0.068,1.04,1.77,-1.16,0.183
0.069,0.067,1.04,1.709,-1.221,0.183
0.069,0.067,1.04,1.953,-1.404,0.183
0.069,0.067,1.04,1.77,-1.16,0.183
0.069,0.068,1.04,1.709,-1.282,0.122
0.069,0.067,1.04,1.709,-1.526,0.183
0.069,0.067,1.041,1.709,-1.343,0.244
0.068,0.068,1.04,1.77,-1.282,0.183
0.069,0.068,1.041,1.77,-1.343,0.183
0.068,0.067,1.041,1.648,-1.465,0.183
0.069,0.068,1.041,1.831,-1.282,0.122
0.069,0.066,1.04,1.892,-1.343,0.183
0.069,0.068,1.041,1.892,-1.587,0.183
0.07,0.067,1.04,1.831,-1.404,0.061
0.069,0.068,1.043,1.77,-1.221,0.061
0.069,0.068,1.041,1.587,-1.282,0.122
0.069,0.067,1.04,1.77,-1.404,0.122
0.068,0.068,1.04,1.831,-1.526,0.122
0.069,0.068,1.04,1.831,-1.404,0.061
0.069,0.068,1.04,1.953,-1.343,0
0.068,0.067,1.04,1.831,-1.404,0.122
0.068,0.068,1.04,1.77,-1.404,0.122
0.069,0.068,1.04,1.892,-1.221,0.122
0.068,0.068,1.041,1.953,-1.343,0.183
0.069,0.067,1.04,1.892,-1.404,0.244
0.068,0.067,1.04,1.953,-1.343,0
0.069,0.067,1.04,1.709,-1.465,0.061
0.069,0.067,1.041,1.587,-1.343,0.122
0.069,0.067,1.04,1.77,-1.404,0.122
0.069,0.067,1.04,1.77,-1.404,0.122
0.069,0.068,1.042,1.648,-1.343,0.122
0.069,0.067,1.04,1.77,-1.404,0.061
0.069,0.068,1.04,1.831,-1.526,0.244
0.069,0.068,1.041,1.77,-1.465,0.061
0.068,0.067,1.04,1.831,-1.587,0.122
0.069,0.067,1.039,1.77,-1.587,0.183
0.069,0.067,1.04,1.709,-1.404,0.061
0.069,0.067,1.04,1.77,-1.465,0.061
0.069,0.067,1.041,1.648,-1.343,0
0.069,0.067,1.04,1.709,-1.282,0.061
0.069,0.068,1.041,1.892,-1.404,0.061
0.069,0.067,1.04,1.587,-1.465,0
0.069,0.068,1.04,1.709,-1.343,0.244
0.07,0.067,1.042,1.831,-1.282,0.122
0.069,0.067,1.04,1.77,-1.343,0.244
0.069,0.068,1.04,1.77,-1.465,0.305
0.069,0.068,1.04,1.648,-1.404,0.183
0.07,0.067,1.041,1.77,-1.282,0.061
0.068,0.068,1.04,1.648,-1.16,0.183
0.069,0.066,1.042,1.709,-1.343,0.305
0.068,0.067,1.04,1.77,-1.343,0.244
0.069,0.067,1.04,1.953,-1.282,0.061
0.069,0.067,1.04,1.953,-1.404,0.183
0.069,0.068,1.039,1.709,-1.526,0.183
0.069,0.067,1.04,1.77,-1.465,0.183
0.069,0.067,1.041,1.709,-1.465,0.061
0.069,0.068,1.04,1.831,-1.465,0.183
0.069,0.068,1.04,1.953,-1.343,0.183
0.069,0.068,1.041,2.014,-1.465,0.244
0.07,0.068,1.041,1.831,-1.343,0.122
0.069,0.067,1.041,1.831,-1.343,0.183
0.069,0.067,1.04,1.892,-1.526,0.244
0.069,0.068,1.04,1.709,-1.465,0.183
0.069,0.068,1.04,1.831,-1.526,0.183
0.07,0.067,1.04,1.892,-1.343,0.122
0.069,0.067,1.041,1.953,-1.343,0.183
0.069,0.068,1.041,1.77,-1.282,0.366
0.069,0.067,1.04,1.709,-1.465,0.244
0.069,0.067,1.041,1.709,-1.343,0.183
0.07,0.068,1.041,1.77,-1.221,0.305
0.07,0.068,1.04,1.831,-1.221,0.244
0.069,0.067,1.04,1.953,-1.282,0.122
0.069,0.068,1.04,1.953,-1.343,0.183
0.069,0.068,1.04,1.77,-1.526,0.183
0.069,0.067,1.04,1.77,-1.343,0.244
0.069,0.068,1.04,1.77,-1.343,0.122
0.069,0.067,1.04,1.831,-1.343,0.061
0.069,0.068,1.041,1.892,-1.465,0.061
0.069,0.067,1.043,1.77,-1.343,0
0.068,0.068,1.04,1.587,-1.343,0.183
0.069,0.068,1.04,1.587,-1.465,0.122
0.07,0.067,1.042,1.648,-1.343,0.122
0.069,0.068,1.04,1.648,-1.343,0.061
0.069,0.068,1.04,1.77,-1.221,0.122
0.069,0.067,1.041,1.709,-1.343,0.244
0.069,0.067,1.041,1.587,-1.465,0.122
0.069,0.067,1.04,1.77,-1.465,0.122
0.069,0.067,1.04,1.77,-1.343,0.061
0.069,0.067,1.04,1.892,-1.282,0.183
0.069,0.067,1.04,1.77,-1.282,0.183
0.069,0.067,1.039,1.831,-1.526,0.061
0.068,0.068,1.04,1.709,-1.465,0.061
0.068,0.069,1.04,1.77,-1.404,0.183
0.069,0.067,1.04,1.831,-1.282,0.061
0.069,0.067,1.041,1.77,-1.221,0.061
0.068,0.067,1.04,1.77,-1.404,0.244
0.069,0.067,1.039,1.709,-1.343,0.183
0.069,0.067,1.04,1.77,-1.282,0
0.069,0.068,1.04,1.953,-1.343,0.122
0.069,0.067,1.04,1.831,-1.404,0
0.07,0.068,1.04,1.953,-1.404,0.061
0.068,0.068,1.04,1.953,-1.465,0.183
0.068,0.067,1.04,1.892,-1.404,0.183
,,,,,
0.327,1.083,-2.616,260.376,-340.088,39.124
0.467,0.417,1.075,190.552,-192.932,53.406
-0.028,0.047,1.103,3.784,10.803,-4.15
-0.092,-0.029,1.049,7.08,-2.258,-8.484
-0.017,-0.009,1.047,1.77,-1.404,-1.77
-0.019,-0.016,1.046,1.892,-1.404,-1.16
-0.011,-0.024,1.047,1.831,-1.587,-0.122
0.004,-0.106,1.013,1.221,-1.221,-0.793
-0.059,0.051,1.09,-17.639,8.301,-0.916
-0.192,-0.084,1.406,-16.846,8.118,-2.38
-0.082,-0.127,1.273,-67.078,56.396,-5.127
-0.13,-0.007,1.303,-143.494,106.018,-10.559
-0.062,0.066,1.099,-147.827,166.626,-11.047
0.143,0.004,0.537,-109.68,208.557,0.549
0.256,0.067,0.433,-112,127.625,20.508
0.187,0.271,0.796,-84.473,-8.667,17.273
0.21,0.335,1.011,1.16,-63.721,9.033
0.092,0.199,1.057,39.429,-61.401,-8.423
0.034,0.062,1.086,31.86,-55.481,-23.376
-0.058,0.085,1.227,34.79,-45.349,-17.395
-0.055,0.108,1.202,52.124,-2.197,-4.211
0.07,0.047,1.035,63.477,42.053,-2.136
0.162,0.022,0.92,58.838,49.072,-2.808
0.15,0.015,0.938,39.917,20.325,-5.493
0.088,0.022,1.027,23.926,-10.01,-6.653
0.069,-0.009,1.071,10.071,-21.24,-7.69
0.043,-0.011,1.107,-4.7,-19.409,-4.272
0.027,0.02,1.119,-17.334,-9.277,1.648
0.056,0.047,1.063,-23.315,6.531,7.385
0.091,0.073,1.001,-24.475,14.282,10.071
0.097,0.088,0.99,-27.405,6.47,6.47
0.072,0.11,1.02,-24.658,-4.333,3.113
0.058,0.109,1.042,-15.381,-8.057,1.038
0.053,0.108,1.05,-3.906,-5.249,-0.183
0.06,0.101,1.04,7.629,-0.305,-0.671
0.073,0.089,1.026,17.029,2.808,-1.282
0.081,0.07,1.019,22.156,1.77,-2.319
0.076,0.052,1.036,22.095,-2.441,-3.357
0.065,0.038,1.058,17.761,-5.371,-3.54
0.062,0.032,1.065,11.902,-3.906,-2.441
0.069,0.033,1.053,5.554,-0.366,-0.305
0.076,0.04,1.039,-1.587,0.977,1.648
0.075,0.053,1.037,-8.24,-0.427,2.441
0.069,0.066,1.042,-12.268,-2.075,2.502
0.066,0.077,1.043,-12.329,-2.197,2.38
0.067,0.085,1.037,-9.583,-0.916,2.258
0.068,0.089,1.031,-4.456,0.061,1.709
0.071,0.088,1.029,1.099,-0.366,0.61
0.069,0.081,1.034,5.981,-1.465,-0.854
0.068,0.072,1.041,9.705,-2.197,-1.648
0.068,0.062,1.044,11.475,-1.953,-1.77
0.07,0.054,1.044,10.986,-1.16,-1.404
0.071,0.05,1.043,8.301,-0.977,-0.916
0.071,0.048,1.045,4.272,-1.465,-0.366
0.069,0.052,1.046,0.183,-1.526,0.305
0.069,0.058,1.045,-2.991,-1.221,1.099
0.07,0.066,1.04,-4.944,-0.916,1.526
0.07,0.073,1.037,-5.066,-0.916,1.465
0.069,0.076,1.036,-3.784,-1.465,1.038
0.069,0.078,1.036,-1.343,-1.709,0.549
0.068,0.077,1.037,1.465,-1.526,0.061
0.069,0.073,1.039,4.211,-1.343,-0.305
0.071,0.068,1.039,5.92,-1.282,-0.671
0.07,0.063,1.041,6.348,-1.465,-0.854
0.07,0.059,1.043,5.737,-1.587,-0.671
0.069,0.057,1.044,4.211,-1.404,-0.244
0.07,0.057,1.043,2.136,-1.16,0.122
0.07,0.06,1.041,0.122,-1.221,0.427
0.069,0.064,1.041,-1.221,-1.099,0.671
0.069,0.068,1.038,-1.648,-1.099,0.854
0.069,0.071,1.04,-1.099,-1.282,0.671
0.069,0.073,1.038,0.305,-1.221,0.549
0.069,0.071,1.038,1.892,-1.343,0.244
0.07,0.069,1.038,3.174,-1.526,-0.061
0.069,0.067,1.04,4.089,-1.648,-0.305
0.07,0.064,1.041,4.333,-1.587,-0.366
0.07,0.061,1.041,3.723,-1.343,-0.183
0.07,0.061,1.042,2.869,-1.343,-0.061
0.07,0.061,1.042,1.587,-1.404,0.183
0.07,0.064,1.041,0.427,-1.343,0.427
0.069,0.066,1.04,-0.427,-1.16,0.549
0.068,0.068,1.039,-0.61,-1.16,0.61
0.069,0.07,1.038,0.061,-1.221,0.488
0.07,0.071,1.039,0.916,-1.221,0.305
0.07,0.071,1.039,2.075,-1.221,0.122
0.069,0.068,1.038,3.052,-1.404,-0.061
0.069,0.066,1.04,3.662,-1.343,-0.183
0.069,0.064,1.04,3.662,-1.465,-0.183
0.069,0.062,1.041,3.174,-1.526,-0.122
0.069,0.062,1.042,2.441,-1.343,-0.122
0.069,0.063,1.043,1.465,-1.282,0.183
0.069,0.065,1.041,0.549,-1.221,0.305
0.069,0.066,1.04,0.061,-1.221,0.488
0.069,0.068,1.04,0,-1.221,0.549
0.069,0.07,1.038,0.366,-1.282,0.488
0.069,0.07,1.039,1.221,-1.343,0.366
0.07,0.068,1.041,2.075,-1.282,0.244
0.069,0.068,1.039,2.686,-1.343,0
0.07,0.066,1.04,3.235,-1.343,-0.183
0.069,0.065,1.041,3.296,-1.221,-0.122
0.07,0.064,1.042,3.052,-1.343,-0.122
0.07,0.063,1.042,2.319,-1.343,-0.061
0.069,0.063,1.04,1.648,-1.404,0.183
0.069,0.065,1.04,1.038,-1.221,0.183
0.07,0.067,1.04,0.793,-1.16,0.366
0.07,0.067,1.039,0.488,-1.282,0.366
0.069,0.068,1.038,0.916,-1.221,0.366
0.069,0.068,1.039,1.526,-1.343,0.244
0.07,0.068,1.04,1.953,-1.404,0.061
0.069,0.066,1.04,2.258,-1.282,-0.061
0.069,0.066,1.04,2.502,-1.282,-0.122
0.071,0.066,1.041,2.441,-1.282,0.122
0.07,0.065,1.041,2.197,-1.343,0.061
0.069,0.065,1.04,2.014,-1.221,0.061
0.07,0.065,1.042,1.526,-1.16,0.061
0.07,0.065,1.04,1.343,-1.099,0.183
0.069,0.067,1.04,1.343,-1.282,0.244
0.07,0.067,1.04,1.404,-1.465,0.183
0.069,0.068,1.04,1.648,-1.404,0.244
0.07,0.067,1.041,1.77,-1.343,0.122
0.07,0.067,1.04,2.136,-1.404,0.122
0.069,0.067,1.041,2.258,-1.343,0
0.069,0.065,1.041,2.136,-1.465,0.061
0.069,0.065,1.04,2.014,-1.343,0.244
0.069,0.065,1.041,1.892,-1.16,0.183
0.069,0.066,1.042,1.648,-1.282,0.183
0.069,0.067,1.04,1.282,-1.404,0.244
0.069,0.067,1.039,1.404,-1.404,0.305
0.069,0.067,1.04,1.526,-1.404,0.244
0.069,0.067,1.039,1.404,-1.404,0.244
0.07,0.068,1.04,1.648,-1.221,0.183
0.07,0.067,1.04,2.197,-1.404,0
0.07,0.065,1.04,2.197,-1.526,0
0.07,0.066,1.04,2.258,-1.404,-0.061
0.07,0.065,1.041,2.38,-1.343,-0.061
0.069,0.064,1.041,2.197,-1.343,0.122
0.07,0.065,1.04,1.77,-1.404,0.244
0.07,0.066,1.039,1.465,-1.343,0.305
0.069,0.066,1.041,1.404,-1.221,0.183
0.069,0.067,1.04,1.465,-1.343,0.122
0.069,0.068,1.039,1.404,-1.404,0.122
0.069,0.067,1.039,1.587,-1.404,0.244
0.069,0.067,1.04,1.831,-1.282,0.061
0.07,0.066,1.04,1.892,-1.404,0.061
0.07,0.068,1.041,2.075,-1.404,0.122
0.07,0.066,1.041,2.136,-1.343,0.122
0.069,0.066,1.04,2.075,-1.404,0.061
0.069,0.066,1.04,1.709,-1.282,0.183
0.069,0.066,1.04,1.77,-1.221,0.244
0.069,0.066,1.04,1.648,-1.343,0.183
0.07,0.066,1.04,1.404,-1.282,0.305
0.07,0.067,1.04,1.526,-1.343,0.305
0.071,0.067,1.04,1.709,-1.343,0.183
0.069,0.066,1.04,1.831,-1.282,0.122
0.07,0.067,1.041,2.075,-1.16,0.183
0.069,0.066,1.04,1.953,-1.282,0.122
0.069,0.066,1.04,2.075,-1.404,0.061
0.069,0.066,1.04,2.014,-1.282,0.061
0.069,0.066,1.041,2.014,-1.404,0.122
0.07,0.066,1.041,1.77,-1.343,0.183
0.071,0.066,1.042,1.587,-1.465,0.305
0.07,0.066,1.04,1.221,-1.282,0.183
0.07,0.067,1.041,1.404,-1.404,0
0.069,0.067,1.039,1.404,-1.282,0.061
0.07,0.067,1.04,1.648,-1.282,0.305
0.07,0.067,1.04,1.77,-1.282,0.244
0.071,0.066,1.04,1.892,-1.343,0.122
0.07,0.067,1.041,1.831,-1.343,0.061
0.07,0.066,1.041,2.014,-1.465,0.183
0.07,0.067,1.04,2.075,-1.404,0
0.07,0.066,1.04,1.892,-1.404,0.061
0.07,0.065,1.041,1.831,-1.465,0.061
0.069,0.066,1.04,1.526,-1.404,0.122
0.07,0.067,1.04,1.343,-1.465,0.122
0.07,0.066,1.04,1.587,-1.282,0.183
0.069,0.066,1.04,1.587,-1.282,0.183
0.069,0.067,1.04,1.77,-1.282,0.305
0.069,0.067,1.041,1.953,-1.343,0.183
0.07,0.067,1.04,1.892,-1.282,0.183
0.069,0.067,1.04,2.075,-1.282,0.183
0.071,0.067,1.041,2.075,-1.221,0.183
0.069,0.066,1.04,2.197,-1.465,0.366
0.069,0.066,1.042,2.075,-1.404,0.183
0.069,0.066,1.04,1.892,-1.343,0.244
0.07,0.066,1.039,1.709,-1.465,0.305
0.068,0.066,1.04,1.709,-1.465,0.183
0.07,0.066,1.04,1.587,-1.282,0.244
0.069,0.066,1.039,1.648,-1.343,0.305
0.07,0.066,1.04,1.648,-1.343,0.122
0.071,0.067,1.042,1.709,-1.16,0.122
0.07,0.066,1.04,1.892,-1.404,0.183
0.07,0.066,1.04,1.892,-1.465,0.122
0.071,0.067,1.041,1.892,-1.343,0
0.07,0.065,1.04,1.892,-1.343,0.244
0.069,0.066,1.04,1.831,-1.343,0.183
0.07,0.066,1.041,1.831,-1.343,0.122
0.069,0.066,1.04,1.831,-1.282,0.061
0.069,0.066,1.041,1.648,-1.282,0.244
0.07,0.067,1.04,1.648,-1.282,0.183
0.07,0.067,1.039,1.709,-1.343,0.061
0.069,0.066,1.04,1.77,-1.282,0.061
0.07,0.066,1.041,1.831,-1.221,0.122
0.069,0.067,1.04,1.709,-1.526,-0.061
-0.074,0.297,0.977,1.77,-1.77,-0.488
0.003,0.105,1.078,0.061,-7.935,-7.69
0.068,0.08,1.03,7.324,-3.052,-8.85
0.119,0.028,1.06,19.409,-2.197,-11.23
0.027,0.026,1.063,19.775,-1.526,-6.042
0.115,0.008,1.035,18.677,1.465,-3.418
0.074,0.089,1.034,8.972,-1.831,-4.272
0.027,0.138,1.038,2.441,-5.554,-11.963
0.023,0.137,1.098,4.7,-3.479,-18.677
0.108,-0.01,1.023,-0.732,5.188,-17.517
0.133,-0.024,1.027,-0.488,1.526,-13.123
0.139,-0.022,1.019,10.498,1.587,-6.042
0.112,-0.018,1.037,12.451,-2.869,-0.854
0.072,-0.003,1.071,7.507,-4.822,-1.648
0.067,0.002,1.07,-6.958,-3.845,0.732
0.071,0.024,1.051,-20.569,-0.854,4.333
0.069,0.056,1.044,-30.884,-0.244,6.348
0.052,0.082,1.064,-33.569,0.305,7.08
0.084,0.104,1.005,-28.442,3.601,7.507
0.076,0.122,1.008,-20.813,0.732,4.944
0.067,0.122,1.022,-10.071,-3.784,1.648
0.063,0.11,1.036,2.625,-4.883,-1.038
0.059,0.097,1.046,12.939,-3.479,-2.563
0.063,0.082,1.044,21.301,-0.305,-2.808
0.081,0.061,1.029,25.696,1.831,-2.808
0.079,0.045,1.034,23.254,-0.671,-3.113
0.069,0.033,1.054,16.052,-4.211,-3.113
0.065,0.03,1.063,7.935,-4.028,-2.014
0.067,0.036,1.055,0.305,-1.221,0.305
0.073,0.048,1.042,-6.409,0.61,2.441
0.075,0.063,1.034,-11.536,0.366,3.174
0.071,0.078,1.036,-13.55,-1.343,2.808
0.066,0.088,1.039,-11.841,-2.197,2.258
0.067,0.093,1.033,-6.775,-1.16,1.709
0.071,0.093,1.029,-0.549,-0.305,0.732
0.072,0.087,1.03,5.249,-1.038,-0.488
0.07,0.077,1.036,9.644,-1.953,-1.587
0.069,0.066,1.043,12.146,-2.38,-1.953
0.069,0.056,1.046,11.78,-2.075,-1.709
0.072,0.05,1.045,9.216,-1.16,-1.16
0.071,0.05,1.045,5.066,-1.16,-0.427
0.07,0.053,1.045,0.488,-1.526,0.488
0.07,0.06,1.043,-3.418,-1.282,1.099
0.07,0.07,1.039,-5.493,-1.038,1.587
0.069,0.076,1.036,-5.371,-0.732,1.709
0.07,0.081,1.034,-3.479,-0.916,1.221
0.069,0.082,1.035,-0.977,-1.16,0.671
0.069,0.08,1.037,2.38,-1.404,-0.061
0.07,0.075,1.038,5.249,-1.465,-0.549
0.071,0.068,1.039,7.08,-1.587,-0.916
0.07,0.062,1.043,6.958,-1.648,-0.916
0.07,0.058,1.044,5.615,-1.77,-0.732
0.069,0.057,1.045,3.601,-1.648,-0.244
0.071,0.059,1.043,1.099,-1.343,0.244
0.07,0.063,1.041,-1.099,-1.038,0.793
0.07,0.069,1.04,-2.136,-1.221,0.916
0.07,0.073,1.041,-2.258,-1.282,0.916
0.07,0.076,1.037,-1.343,-1.099,0.732
0.07,0.076,1.036,0.732,-1.282,0.488
0.07,0.075,1.037,2.686,-1.343,-0.061
0.07,0.072,1.039,4.272,-1.343,-0.305
0.07,0.067,1.041,5.127,-1.465,-0.488
0.07,0.064,1.041,5.127,-1.404,-0.488
0.07,0.061,1.042,3.906,-1.282,-0.183
0.071,0.062,1.042,2.625,-1.404,0.061
0.07,0.063,1.042,0.977,-1.404,0.244
0.07,0.067,1.042,-0.366,-1.282,0.427
0.07,0.07,1.04,-1.038,-1.282,0.732
0.071,0.072,1.038,-0.916,-1.221,0.671
0.07,0.074,1.038,-0.122,-1.221,0.549
0.07,0.073,1.037,1.404,-1.404,0.305
0.07,0.072,1.038,2.625,-1.404,-0.122
0.069,0.069,1.039,3.723,-1.343,-0.244
0.07,0.067,1.04,4.028,-1.465,-0.366
0.07,0.065,1.041,3.723,-1.587,-0.305
0.07,0.063,1.042,2.991,-1.526,0
0.07,0.064,1.041,2.014,-1.221,0.122
0.07,0.065,1.041,0.916,-1.221,0.305
0.069,0.068,1.04,0.122,-1.16,0.366
0.069,0.07,1.04,0.122,-1.221,0.427
0.069,0.072,1.039,0.305,-1.282,0.427
0.07,0.072,1.039,1.099,-1.282,0.244
0.069,0.072,1.04,2.136,-1.404,0.122
0.069,0.069,1.04,2.869,-1.404,0
0.07,0.068,1.04,3.113,-1.404,0
0.071,0.066,1.043,3.235,-1.404,-0.061
0.071,0.066,1.041,2.869,-1.587,0.061
0.07,0.066,1.041,2.258,-1.465,0.122
0.07,0.066,1.041,1.526,-1.221,0.244
0.07,0.068,1.04,0.977,-1.282,0.305
0.07,0.069,1.039,0.61,-1.404,0.366
0.07,0.07,1.04,0.549,-1.404,0.305
0.071,0.071,1.039,0.916,-1.404,0.305
0.07,0.071,1.04,1.648,-1.282,0.183
0.07,0.069,1.04,2.441,-1.343,0.061
0.07,0.069,1.04,2.869,-1.343,-0.061
0.07,0.067,1.04,2.93,-1.404,0
,,,,,
-0.177,-0.183,-1.329,368.53,-381.531,77.393
0.011,0.398,0.198,112.976,-240.051,32.043
0.569,0.211,1.232,-9.46,63.171,-24.719
-0.293,-0.154,1.077,-2.93,9.521,-23.682
-0.121,-0.048,1.048,1.953,-1.465,-21.423
0.02,-0.091,1.046,1.526,-1.282,3.113
0.038,-0.087,1.041,0.549,-0.793,14.099
-0.015,-0.059,1.047,2.197,-0.732,14.099
-0.047,-0.061,1.05,0.854,-1.343,16.357
-0.001,-0.067,1.028,1.892,-0.732,20.996
-0.112,0.01,1.183,-4.028,-1.465,20.813
-0.247,0.03,1.539,-75.256,8.667,14.709
-0.171,0.032,1.415,-156.738,89.05,-4.395
-0.197,0.058,1.064,-184.143,183.167,-18.005
0.026,0.094,0.693,-149.78,215.515,-23.193
0.221,0.084,0.378,-107.422,172.607,-4.15
0.232,0.228,0.596,-77.332,25.818,10.681
0.21,0.35,0.96,4.456,-74.158,10.986
0.214,0.244,1.081,51.514,-87.769,-3.052
0.05,0.1,1.12,59.753,-69.336,-18.982
-0.063,0.084,1.239,53.101,-44.861,-23.132
-0.056,0.094,1.213,66.284,1.16,-12.573
0.07,0.027,1.04,75.5,47.607,-8.301
0.172,-0.004,0.906,70.068,55.298,-5.005
0.162,-0.002,0.931,46.753,22.705,-5.798
0.092,0.003,1.029,24.292,-11.536,-7.263
0.064,-0.024,1.08,7.202,-23.865,-7.446
0.047,-0.029,1.109,-10.803,-21.484,-3.967
0.028,0.01,1.122,-27.649,-10.803,2.563
0.05,0.049,1.07,-36.072,4.944,9.705
