aX,aY,aZ,gX,gY,gZ
0.295,-0.295,1.452,-5.981,-7.141,3.54
0.295,-0.294,1.425,-6.653,-8.118,3.906
0.297,-0.293,1.396,-7.507,-8.85,4.333
0.3,-0.288,1.355,-7.812,-9.399,4.761
0.303,-0.284,1.318,-8.423,-9.583,5.249
0.304,-0.282,1.29,-8.911,-9.033,5.615
0.304,-0.28,1.251,-8.972,-8.423,5.859
0.296,-0.277,1.238,-9.033,-7.324,6.409
0.287,-0.268,1.24,-9.216,-6.775,7.08
0.28,-0.262,1.24,-9.399,-6.531,7.812
0.279,-0.258,1.231,-9.827,-6.653,8.423
0.284,-0.25,1.205,-10.315,-6.836,9.277
0.294,-0.245,1.176,-10.559,-7.019,10.071
0.301,-0.242,1.143,-10.254,-7.08,10.864
0.303,-0.239,1.11,-9.521,-6.714,11.536
0.3,-0.238,1.09,-8.545,-6.226,11.902
0.29,-0.236,1.102,-7.141,-5.615,12.329
0.278,-0.23,1.142,-5.31,-5.615,12.756
0.276,-0.219,1.183,-3.723,-6.531,13.306
0.279,-0.21,1.213,-2.38,-8.484,13.855
0.287,-0.207,1.236,-1.343,-11.292,14.709
0.297,-0.206,1.239,-0.122,-14.832,15.503
0.307,-0.21,1.223,0.977,-18.799,16.479
0.311,-0.216,1.195,2.319,-22.766,17.273
0.302,-0.219,1.172,3.174,-26.672,18.066
0.291,-0.215,1.165,3.601,-30.029,18.799
0.283,-0.215,1.15,4.028,-33.264,19.409
0.28,-0.215,1.116,3.967,-36.316,19.897
0.287,-0.224,1.073,3.723,-38.391,20.325
0.294,-0.24,1.008,3.723,-39.795,20.813
0.302,-0.247,0.938,4.028,-39.856,20.752
0.314,-0.251,0.876,4.578,-38.757,20.63
0.318,-0.264,0.82,5.493,-36.56,20.325
0.305,-0.274,0.782,6.531,-33.569,19.836
0.286,-0.273,0.784,7.324,-30.09,19.409
0.266,-0.269,0.819,8.057,-26.611,18.86
0.245,-0.265,0.872,8.057,-23.621,18.066
0.238,-0.249,0.904,7.812,-21.484,17.456
0.249,-0.245,0.889,7.202,-19.592,17.09
0.256,-0.243,0.842,6.409,-17.395,16.846
0.26,-0.236,0.805,5.981,-14.526,16.479
0.264,-0.234,0.795,5.859,-11.292,16.235
0.25,-0.235,0.822,5.859,-8.362,15.808
0.226,-0.235,0.903,5.859,-6.042,15.198
0.205,-0.229,1.023,5.249,-5.371,14.893
0.184,-0.217,1.132,3.662,-6.287,14.893
0.193,-0.203,1.147,1.221,-8.606,14.587
0.207,-0.204,1.091,-1.526,-12.024,14.465
0.219,-0.205,1.017,-3.906,-14.587,14.404
0.229,-0.205,0.953,-5.859,-15.808,14.16
0.236,-0.205,0.893,-7.263,-16.235,13.855
0.23,-0.208,0.854,-7.629,-15.808,13.672
0.221,-0.208,0.838,-7.629,-14.771,13.367
0.216,-0.215,0.846,-7.507,-13.489,13.123
0.207,-0.215,0.879,-7.263,-12.268,12.634
0.201,-0.203,0.919,-7.202,-10.925,12.207
0.203,-0.198,0.928,-7.69,-10.559,11.841
0.198,-0.202,0.914,-8.606,-10.498,11.353
0.197,-0.208,0.894,-9.521,-10.193,10.559
0.2,-0.217,0.853,-10.01,-9.644,9.583
0.192,-0.224,0.825,-10.437,-8.85,8.423
0.182,-0.22,0.817,-9.888,-7.629,7.324
0.178,-0.207,0.841,-9.277,-6.348,6.226
0.172,-0.189,0.889,-8.85,-5.249,5.31
0.16,-0.17,0.946,-8.728,-4.578,4.395
0.149,-0.161,1.006,-9.094,-4.578,3.723
0.132,-0.148,1.066,-10.193,-5.31,2.991
0.132,-0.145,1.065,-11.353,-7.019,2.258
0.146,-0.159,0.987,-12.634,-8.606,1.16
0.16,-0.169,0.886,-13.184,-9.399,-0.122
0.177,-0.172,0.821,-12.878,-8.85,-1.465
0.178,-0.172,0.806,-11.658,-7.507,-2.686
0.169,-0.168,0.824,-10.01,-5.92,-3.54
0.157,-0.163,0.867,-8.301,-4.456,-4.578
0.142,-0.157,0.92,-7.019,-3.601,-5.615
0.125,-0.152,0.97,-6.104,-3.601,-6.287
0.115,-0.147,1,-5.859,-4.333,-6.836
0.121,-0.141,0.98,-5.92,-5.615,-7.446
0.134,-0.134,0.933,-6.042,-6.592,-7.996
0.144,-0.123,0.881,-6.165,-6.958,-8.545
0.145,-0.109,0.855,-5.92,-6.592,-8.85
0.138,-0.101,0.856,-5.676,-5.798,-9.155
0.128,-0.096,0.863,-5.127,-4.639,-9.216
0.113,-0.095,0.87,-5.005,-3.418,-9.155
0.096,-0.105,0.893,-4.761,-2.563,-9.094
0.082,-0.111,0.91,-4.944,-1.77,-9.216
0.084,-0.112,0.904,-5.371,-1.16,-9.155
0.093,-0.108,0.898,-5.737,-0.61,-9.033
0.099,-0.097,0.914,-6.348,0,-9.094
0.097,-0.086,0.938,-6.958,0.61,-8.972
0.087,-0.083,0.961,-7.935,1.282,-8.667
0.078,-0.089,0.977,-8.789,1.404,-8.484
0.07,-0.091,0.988,-9.583,1.038,-8.179
0.072,-0.095,0.986,-10.315,0.366,-8.118
0.075,-0.106,0.959,-10.803,-0.305,-8.24
0.082,-0.102,0.932,-11.353,-0.732,-8.301
0.098,-0.092,0.895,-11.047,-0.732,-8.301
0.103,-0.082,0.877,-10.559,-0.427,-8.362
0.092,-0.073,0.898,-9.705,0.549,-8.423
0.08,-0.06,0.907,-8.728,1.587,-8.484
0.066,-0.062,0.897,-7.935,2.563,-8.301
0.046,-0.066,0.886,-6.775,3.479,-8.301
0.035,-0.063,0.878,-5.615,4.395,-8.301
0.024,-0.063,0.891,-4.639,5.005,-8.24
0.012,-0.061,0.919,-3.662,5.615,-8.362
0.011,-0.058,0.921,-2.869,5.676,-8.362
0.013,-0.061,0.923,-2.319,5.676,-8.545
0.005,-0.059,0.939,-1.953,5.798,-8.667
0,-0.054,0.938,-1.526,5.737,-8.606
-0.002,-0.057,0.928,-1.221,5.493,-8.423
-0.015,-0.058,0.926,-0.732,5.432,-8.057
-0.022,-0.056,0.916,-0.61,5.371,-7.446
-0.026,-0.055,0.882,-0.793,5.371,-6.714
-0.028,-0.051,0.847,-0.793,5.371,-5.859
-0.028,-0.048,0.793,-1.16,5.127,-5.249
-0.026,-0.049,0.737,-1.587,5.615,-4.333
-0.032,-0.054,0.729,-1.77,6.409,-3.723
-0.041,-0.05,0.755,-1.648,7.324,-3.296
-0.043,-0.044,0.774,-1.892,8.118,-2.869
-0.049,-0.04,0.811,-1.77,8.667,-2.319
-0.063,-0.032,0.867,-1.953,9.033,-1.526
-0.074,-0.019,0.902,-2.136,8.911,-0.549
-0.078,-0.015,0.899,-2.441,8.301,0.61
-0.084,-0.011,0.9,-3.052,7.812,2.075
-0.086,-0.01,0.889,-3.601,7.385,3.174
-0.079,-0.014,0.843,-3.967,6.836,4.395
-0.073,-0.023,0.797,-4.272,6.653,5.432
-0.071,-0.031,0.777,-3.906,6.958,6.226
-0.07,-0.042,0.77,-3.052,7.751,6.836
-0.07,-0.054,0.777,-2.38,8.118,7.324
-0.073,-0.059,0.819,-1.221,8.362,7.751
-0.074,-0.059,0.857,0.061,8.24,8.057
-0.072,-0.061,0.875,1.404,7.629,8.362
-0.068,-0.063,0.87,2.625,6.592,8.362
-0.06,-0.067,0.846,3.784,5.798,8.423
-0.047,-0.072,0.807,5.188,5.31,8.606
-0.033,-0.074,0.756,6.592,5.249,8.423
-0.02,-0.078,0.7,8.057,5.676,8.118
-0.01,-0.085,0.669,9.766,6.409,7.69
-0.01,-0.087,0.689,11.475,7.324,7.019
-0.017,-0.081,0.764,13.123,8.118,6.348
-0.023,-0.075,0.853,14.282,7.812,5.737
-0.022,-0.071,0.915,15.076,6.592,5.31
-0.017,-0.069,0.937,15.381,4.517,4.944
-0.005,-0.07,0.918,15.259,2.136,4.822
0.009,-0.073,0.867,14.954,0.061,4.639
0.023,-0.079,0.799,14.404,-1.648,4.578
0.037,-0.086,0.73,13.672,-2.686,4.272
0.047,-0.091,0.701,13.184,-3.052,3.784
0.044,-0.086,0.741,12.695,-3.479,3.357
0.038,-0.073,0.804,12.146,-3.967,3.113
0.036,-0.067,0.845,10.864,-5.127,3.113
0.039,-0.066,0.862,9.338,-6.775,3.113
0.046,-0.068,0.848,7.568,-8.789,3.174
0.061,-0.074,0.806,6.226,-10.62,3.296
0.081,-0.083,0.738,4.639,-12.024,3.113
0.104,-0.089,0.66,3.479,-12.573,3.174
0.127,-0.094,0.589,2.869,-12.146,3.052
0.139,-0.095,0.554,2.563,-11.23,2.869
0.136,-0.098,0.573,2.38,-9.705,2.502
0.123,-0.094,0.648,2.014,-8.484,2.197
0.121,-0.084,0.746,1.282,-7.935,1.953
0.129,-0.075,0.827,-0.122,-8.362,1.709
0.141,-0.07,0.862,-1.892,-9.521,1.648
0.154,-0.068,0.844,-3.662,-10.986,1.404
0.169,-0.068,0.797,-5.432,-11.841,1.221
0.181,-0.074,0.738,-6.836,-12.146,1.099
0.198,-0.075,0.685,-7.629,-11.78,0.916
0.219,-0.074,0.681,-8.179,-10.62,0.61
0.231,-0.064,0.748,-8.423,-9.094,0.305
0.231,-0.047,0.828,-8.667,-8.057,-0.122
0.221,-0.032,0.916,-9.521,-7.751,-0.366
0.21,-0.019,0.968,-10.864,-8.362,-0.61
0.207,-0.021,0.965,-12.268,-9.338,-0.671
0.213,-0.026,0.932,-13.367,-10.437,-0.671
0.234,-0.025,0.881,-13.672,-10.559,-0.793
0.262,-0.028,0.825,-12.817,-9.521,-0.854
0.286,-0.032,0.774,-11.414,-7.507,-0.854
0.295,-0.04,0.74,-9.277,-4.822,-1.404
0.282,-0.053,0.735,-6.714,-1.587,-1.953
0.263,-0.068,0.752,-4.211,1.343,-2.502
0.265,-0.082,0.786,-1.648,4.272,-2.93
0.28,-0.091,0.809,0.793,6.775,-3.357
0.293,-0.1,0.813,3.601,9.216,-3.967
0.312,-0.107,0.794,6.531,12.085,-4.944
0.329,-0.107,0.775,10.193,15.137,-5.92
0.333,-0.106,0.776,14.16,18.921,-6.775
0.33,-0.113,0.778,18.311,22.461,-7.69
0.321,-0.124,0.796,21.912,26.184,-8.24
0.312,-0.128,0.86,25.391,29.297,-8.606
0.331,-0.119,0.954,28.015,31.372,-9.094
0.356,-0.12,1.024,29.968,32.471,-9.155
0.376,-0.126,1.057,31.433,32.776,-8.972
0.393,-0.143,1.062,32.166,32.532,-8.667
0.402,-0.169,1.059,32.532,32.41,-8.118
0.399,-0.197,1.061,32.837,32.593,-7.507
0.393,-0.217,1.085,32.715,32.471,-6.836
0.396,-0.232,1.122,31.921,32.288,-6.226
0.406,-0.235,1.169,30.823,31.616,-5.432
0.431,-0.224,1.22,29.053,30.273,-4.517
0.453,-0.215,1.262,26.672,28.931,-3.662
0.456,-0.214,1.28,23.926,27.222,-2.991
0.449,-0.229,1.263,20.935,25.818,-2.014
0.442,-0.253,1.229,18.25,25.085,-1.099
0.434,-0.277,1.193,16.357,25.208,-0.244
0.427,-0.296,1.175,15.442,26.245,0.061
0.421,-0.308,1.183,15.259,28.137,0.122
0.403,-0.31,1.214,15.503,30.334,0
0.379,-0.297,1.262,16.174,31.982,-0.305
0.364,-0.273,1.297,16.724,33.142,-0.488
0.353,-0.248,1.324,16.724,33.997,-0.671
0.345,-0.229,1.336,16.785,34.363,-0.488
0.343,-0.23,1.333,16.968,34.424,-0.366
0.339,-0.241,1.331,17.517,34.546,-0.488
0.335,-0.25,1.336,18.738,34.485,-0.427
0.339,-0.26,1.345,20.813,34.119,-0.61
0.341,-0.272,1.357,23.254,33.447,-0.854
0.341,-0.278,1.374,25.757,32.349,-0.916
0.343,-0.277,1.39,28.381,31.128,-1.099
0.342,-0.271,1.395,30.64,29.358,-1.343
0.336,-0.263,1.381,32.471,27.405,-1.16
0.336,-0.263,1.35,34.119,25.574,-1.221
0.341,-0.27,1.327,35.522,24.353,-1.099
0.341,-0.282,1.303,36.987,23.621,-1.099
0.337,-0.295,1.294,38.147,23.01,-0.916
0.328,-0.308,1.299,38.818,22.4,-0.793
0.321,-0.314,1.302,39.246,21.667,-0.793
0.319,-0.315,1.298,39.185,20.569,-0.732
0.319,-0.314,1.272,38.452,19.348,-0.61
0.324,-0.314,1.243,37.476,18.311,-0.427
0.331,-0.316,1.211,36.56,17.761,-0.122
0.334,-0.32,1.193,35.217,17.334,0.305
0.331,-0.32,1.189,33.63,17.212,0.671
0.327,-0.315,1.195,31.86,16.907,1.099
0.326,-0.31,1.2,29.907,16.052,1.648
0.323,-0.305,1.196,27.527,14.832,2.197
0.326,-0.309,1.197,24.902,13.245,2.686
0.328,-0.316,1.191,22.339,11.292,3.174
0.335,-0.318,1.182,19.775,8.85,3.784
0.344,-0.323,1.168,17.395,6.592,4.395
0.35,-0.329,1.144,15.137,4.272,5.005
0.354,-0.333,1.116,13.306,2.319,5.615
0.358,-0.339,1.084,11.536,0.61,6.104
0.361,-0.344,1.05,10.193,-0.671,6.348
0.363,-0.352,1.031,9.033,-1.587,6.409
0.369,-0.361,1.024,8.179,-2.258,6.409
0.37,-0.366,1.023,7.385,-2.808,6.104
0.376,-0.371,1.021,6.653,-3.418,5.798
0.382,-0.373,1.015,5.92,-4.272,5.432
0.389,-0.376,1.003,5.005,-4.883,5.066
0.392,-0.376,0.985,4.517,-5.432,4.639
0.392,-0.377,0.97,3.784,-5.798,4.028
0.391,-0.376,0.956,3.174,-5.859,3.662
0.391,-0.376,0.944,2.686,-5.737,3.052
0.392,-0.375,0.929,2.014,-5.432,2.441
0.395,-0.371,0.914,1.343,-4.883,1.709
0.396,-0.365,0.901,0.61,-4.272,1.038
0.401,-0.358,0.888,-0.183,-3.479,0.244
0.405,-0.352,0.878,-1.282,-2.625,-0.549
0.407,-0.343,0.868,-1.892,-1.465,-0.977
0.41,-0.336,0.868,-2.502,-0.305,-1.282
0.409,-0.329,0.877,-3.54,0.549,-1.648
0.406,-0.321,0.893,-4.761,1.465,-1.953
0.401,-0.312,0.906,-6.042,1.892,-2.136
0.4,-0.304,0.915,-7.446,2.258,-2.38
0.403,-0.3,0.908,-8.606,2.563,-2.625
0.408,-0.299,0.892,-9.766,2.686,-2.808
0.412,-0.297,0.88,-10.498,3.235,-2.869
0.416,-0.294,0.879,-10.864,3.906,-3.052
0.417,-0.29,0.888,-10.864,4.333,-3.235
0.415,-0.287,0.908,-11.108,4.578,-3.296
0.413,-0.282,0.929,-11.292,4.395,-3.418
0.412,-0.278,0.945,-11.353,3.906,-3.479
0.411,-0.277,0.952,-11.353,3.174,-3.54
0.412,-0.276,0.95,-11.169,2.197,-3.54
0.418,-0.276,0.937,-10.62,1.465,-3.723
0.423,-0.278,0.925,-9.705,0.793,-3.906
0.423,-0.276,0.92,-8.606,0.061,-4.15
0.42,-0.274,0.922,-7.324,-0.427,-4.211
0.415,-0.27,0.937,-5.981,-0.732,-4.333
0.41,-0.266,0.958,-4.883,-1.587,-4.517
0.404,-0.261,0.969,-4.028,-2.625,-4.639
0.402,-0.259,0.971,-3.174,-3.662,-4.761
0.402,-0.257,0.965,-2.686,-4.822,-4.761
0.403,-0.257,0.957,-2.075,-5.981,-4.822
0.402,-0.257,0.947,-1.587,-6.897,-5.005
0.401,-0.257,0.939,-1.099,-7.629,-5.066
0.398,-0.255,0.935,-0.549,-8.423,-5.188
,,,,,
0.251,-0.327,1.047,5.493,-8.118,-5.493
0.25,-0.323,1.052,4.395,-9.521,-5.432
0.251,-0.323,1.048,3.113,-10.681,-5.31
0.25,-0.322,1.033,1.648,-12.146,-5.066
0.252,-0.321,1.015,0.244,-12.878,-5.005
0.251,-0.323,0.998,-1.099,-13.55,-4.761
0.248,-0.32,0.984,-2.197,-14.16,-4.639
0.245,-0.317,0.975,-3.54,-14.343,-4.7
0.242,-0.315,0.969,-4.639,-14.343,-4.517
0.234,-0.308,0.969,-5.859,-14.465,-4.395
0.229,-0.303,0.974,-7.019,-14.587,-4.272
0.223,-0.298,0.972,-8.057,-14.648,-4.089
0.217,-0.291,0.962,-8.911,-14.709,-3.967
0.212,-0.285,0.948,-9.46,-14.343,-3.906
0.206,-0.282,0.927,-9.644,-13.977,-4.028
0.198,-0.282,0.909,-9.46,-13.062,-3.845
0.191,-0.281,0.904,-8.789,-11.963,-3.967
0.183,-0.277,0.909,-8.057,-10.803,-4.272
0.176,-0.271,0.92,-7.141,-9.644,-4.517
0.17,-0.265,0.923,-6.287,-8.789,-4.761
0.166,-0.263,0.921,-5.493,-7.812,-4.944
0.165,-0.259,0.91,-4.15,-7.08,-5.31
0.165,-0.257,0.899,-2.93,-6.47,-5.31
0.164,-0.253,0.886,-1.77,-5.676,-5.676
0.164,-0.25,0.884,-0.427,-4.7,-5.798
0.162,-0.247,0.895,0.671,-3.906,-5.92
0.16,-0.24,0.909,1.526,-3.296,-5.981
0.156,-0.232,0.922,2.502,-3.113,-6.042
0.158,-0.228,0.925,2.808,-2.93,-5.92
0.159,-0.227,0.914,2.808,-3.113,-5.798
0.162,-0.225,0.9,2.869,-3.174,-5.676
0.166,-0.228,0.886,2.686,-2.991,-5.432
0.169,-0.228,0.865,2.502,-2.808,-5.188
0.17,-0.23,0.852,2.075,-2.319,-5.127
0.172,-0.232,0.845,1.526,-1.709,-4.944
0.171,-0.233,0.844,1.221,-1.282,-4.7
0.169,-0.231,0.847,0.671,-0.671,-4.517
0.171,-0.23,0.857,-0.061,-0.183,-4.456
0.172,-0.231,0.867,-0.671,0.244,-4.15
0.175,-0.232,0.873,-1.465,0.61,-3.906
0.178,-0.235,0.878,-2.319,0.916,-3.662
0.183,-0.24,0.881,-3.113,1.465,-3.479
0.185,-0.25,0.886,-3.845,1.892,-3.418
0.187,-0.258,0.897,-4.456,2.563,-3.357
0.189,-0.266,0.912,-4.761,3.113,-3.235
0.192,-0.276,0.923,-5.066,3.54,-3.113
0.192,-0.285,0.937,-5.432,4.028,-3.052
0.193,-0.29,0.963,-5.859,4.211,-2.991
0.194,-0.29,0.998,-6.104,4.517,-2.869
0.199,-0.296,1.019,-6.409,4.517,-2.808
0.202,-0.307,1.032,-6.836,4.517,-2.625
0.203,-0.318,1.051,-6.714,4.822,-2.625
0.206,-0.324,1.083,-6.775,5.127,-2.747
0.21,-0.327,1.117,-6.897,5.31,-2.93
0.215,-0.332,1.148,-7.141,5.493,-3.052
0.217,-0.338,1.181,-7.202,5.676,-3.235
0.222,-0.337,1.218,-7.263,5.798,-3.418
0.228,-0.339,1.256,-7.263,5.798,-3.601
0.232,-0.338,1.293,-7.202,5.859,-3.479
0.241,-0.334,1.331,-7.202,5.676,-3.54
0.246,-0.333,1.376,-7.507,5.371,-3.418
0.244,-0.33,1.414,-8.24,4.883,-3.296
0.244,-0.317,1.46,-9.399,4.211,-3.174
0.248,-0.307,1.494,-10.925,2.991,-2.808
0.248,-0.293,1.514,-12.634,1.465,-2.441
0.249,-0.279,1.53,-14.587,0.061,-1.831
0.252,-0.272,1.522,-16.663,-1.099,-0.916
0.252,-0.264,1.489,-18.311,-1.953,0
0.253,-0.261,1.446,-19.836,-2.136,0.793
0.254,-0.254,1.407,-20.63,-1.526,1.526
0.249,-0.241,1.39,-21.057,-0.488,2.258
0.246,-0.229,1.373,-21.545,0.732,2.747
0.242,-0.224,1.373,-21.79,1.587,3.662
0.235,-0.219,1.381,-22.156,2.38,4.578
0.238,-0.211,1.4,-22.461,2.563,5.493
0.243,-0.211,1.407,-22.644,2.258,6.531
0.242,-0.208,1.396,-22.766,1.221,7.629
0.24,-0.201,1.39,-22.522,-0.061,8.667
0.234,-0.194,1.395,-22.095,-1.953,9.705
0.221,-0.184,1.4,-21.729,-3.967,10.742
0.21,-0.174,1.401,-21.057,-6.165,11.902
0.206,-0.167,1.394,-20.63,-8.911,13.062
0.204,-0.161,1.365,-20.325,-12.085,14.282
0.217,-0.155,1.323,-20.081,-15.198,15.625
0.228,-0.157,1.282,-19.714,-18.066,16.663
0.227,-0.162,1.27,-18.86,-20.508,18.005
0.232,-0.16,1.252,-18.25,-23.132,19.104
0.244,-0.16,1.23,-17.578,-25.757,20.386
0.246,-0.16,1.203,-17.029,-28.32,21.362
0.247,-0.154,1.177,-16.663,-30.579,22.217
0.256,-0.149,1.151,-17.029,-32.654,23.254
0.272,-0.145,1.106,-17.456,-33.997,24.048
0.29,-0.148,1.035,-17.517,-34.668,24.658
0.303,-0.159,0.956,-17.09,-34.302,25.33
0.308,-0.168,0.886,-15.869,-32.715,25.635
0.306,-0.179,0.837,-13.916,-29.785,25.574
0.291,-0.188,0.813,-11.414,-26.306,25.146
0.268,-0.19,0.843,-8.118,-22.583,24.353
0.25,-0.181,0.911,-4.639,-19.287,23.315
0.248,-0.164,0.964,-1.953,-17.151,22.4
0.255,-0.157,0.968,0.305,-16.052,21.545
0.258,-0.152,0.943,2.38,-15.076,20.874
0.261,-0.147,0.929,4.089,-14.282,20.142
0.259,-0.142,0.932,6.042,-13.306,19.47
0.251,-0.138,0.946,8.118,-12.573,18.799
0.232,-0.134,0.982,10.254,-12.146,18.127
0.206,-0.127,1.033,12.329,-12.024,17.517
0.183,-0.117,1.087,13.489,-12.817,16.663
0.161,-0.114,1.134,13.855,-14.465,15.808
0.151,-0.101,1.133,13.428,-16.724,14.832
0.161,-0.1,1.068,11.841,-18.982,14.16
0.175,-0.103,0.974,9.949,-20.508,13.489
0.192,-0.105,0.888,8.179,-20.569,12.756
0.211,-0.111,0.817,6.714,-19.104,12.024
0.224,-0.112,0.773,5.432,-16.785,11.475
0.222,-0.108,0.773,4.395,-13.794,10.925
0.213,-0.102,0.805,3.174,-10.376,10.437
0.206,-0.09,0.844,1.404,-7.568,10.071
0.198,-0.084,0.878,-1.099,-5.493,10.01
0.186,-0.083,0.901,-3.357,-4.089,9.521
0.185,-0.077,0.887,-5.859,-2.686,9.033
0.198,-0.069,0.847,-7.324,-1.221,8.301
0.202,-0.063,0.82,-8.057,0.977,7.69
0.191,-0.062,0.833,-8.545,3.418,6.958
0.171,-0.06,0.868,-8.545,5.798,6.287
0.15,-0.061,0.916,-8.057,7.324,5.493
0.133,-0.061,0.975,-7.751,8.362,4.944
0.12,-0.06,1.039,-7.568,8.423,4.333
0.117,-0.063,1.069,-7.69,7.263,3.784
0.12,-0.067,1.061,-7.629,5.615,3.052
0.13,-0.066,1.043,-7.324,3.967,2.197
0.138,-0.071,1.014,-6.958,2.747,1.282
0.135,-0.077,1,-5.859,2.014,0.305
0.13,-0.074,0.991,-5.005,1.16,-0.916
0.127,-0.074,0.99,-3.967,0.671,-2.014
0.12,-0.073,0.997,-3.235,0,-2.808
0.118,-0.069,1.002,-3.052,-0.793,-3.54
0.124,-0.066,0.987,-3.479,-1.709,-4.211
0.13,-0.065,0.941,-4.089,-2.38,-5.188
0.131,-0.06,0.879,-4.7,-2.808,-5.981
0.131,-0.05,0.825,-5.005,-2.319,-6.897
0.129,-0.041,0.789,-5.188,-1.282,-7.507
0.119,-0.034,0.78,-5.005,0.305,-7.935
0.113,-0.027,0.781,-5.127,2.197,-8.362
0.112,-0.02,0.776,-5.249,4.028,-8.911
0.112,-0.021,0.77,-5.249,5.981,-9.216
0.105,-0.025,0.75,-5.432,7.935,-9.705
0.097,-0.032,0.718,-5.493,9.888,-10.132
0.083,-0.039,0.706,-5.127,12.024,-10.803
0.06,-0.043,0.711,-4.639,14.343,-11.475
0.036,-0.043,0.716,-3.723,16.235,-12.268
0.021,-0.04,0.728,-2.991,17.639,-13
0.015,-0.033,0.753,-2.014,18.616,-13.733
0.012,-0.03,0.772,-1.221,19.043,-14.099
0.014,-0.027,0.789,-0.732,18.799,-14.771
0.012,-0.026,0.806,-0.427,18.25,-15.137
0.01,-0.026,0.813,-0.488,16.785,-15.442
0,-0.027,0.829,-0.488,15.32,-15.564
-0.018,-0.025,0.857,-0.61,13.489,-15.625
-0.032,-0.02,0.852,-0.61,11.108,-15.564
-0.043,-0.02,0.812,-0.977,8.606,-15.015
-0.048,-0.022,0.754,-1.343,6.531,-14.587
-0.05,-0.021,0.685,-1.404,5.005,-14.221
-0.05,-0.022,0.62,-1.526,4.15,-13.855
-0.055,-0.026,0.589,-1.709,3.784,-13.123
-0.064,-0.023,0.595,-1.77,3.662,-12.39
-0.074,-0.016,0.623,-2.075,3.418,-11.597
-0.083,-0.011,0.664,-2.319,2.991,-10.559
-0.089,-0.008,0.703,-2.991,2.441,-9.521
-0.091,-0.001,0.71,-3.845,1.221,-8.301
-0.085,0.002,0.68,-4.883,0.061,-7.08
-0.078,0.006,0.638,-5.859,-0.671,-5.676
-0.073,0.01,0.601,-6.653,-1.038,-4.333
-0.069,0.01,0.581,-7.202,-1.16,-3.174
-0.073,0.009,0.605,-7.629,-1.343,-2.197
-0.081,0.017,0.663,-8.24,-1.831,-0.793
-0.087,0.03,0.735,-8.85,-2.93,0.732
-0.088,0.042,0.812,-9.583,-4.883,2.38
-0.084,0.051,0.872,-10.498,-7.507,3.967
-0.075,0.057,0.896,-11.169,-10.864,5.737
-0.062,0.056,0.879,-11.963,-14.099,7.202
-0.053,0.049,0.833,-12.634,-17.578,8.789
-0.045,0.039,0.768,-13.062,-20.508,10.254
-0.041,0.028,0.716,-12.878,-22.278,11.414
-0.046,0.031,0.742,-12.451,-23.682,12.39
-0.049,0.038,0.79,-11.536,-24.902,13.123
-0.045,0.039,0.803,-10.437,-26.55,13.916
-0.041,0.033,0.789,-9.094,-27.954,14.771
-0.034,0.026,0.765,-7.629,-28.992,15.015
-0.021,0.019,0.721,-6.165,-30.09,15.381
-0.006,0.008,0.656,-4.272,-30.396,15.503
0.014,-0.002,0.587,-2.38,-29.846,15.503
0.042,-0.009,0.515,-0.305,-28.503,15.381
0.063,-0.013,0.478,2.136,-26.306,15.015
0.071,-0.011,0.483,4.639,-23.315,14.771
0.063,-0.004,0.528,6.897,-20.142,14.587
0.048,0.003,0.597,8.911,-17.212,14.282
0.04,0.006,0.669,10.62,-14.954,14.221
0.042,0.008,0.721,11.536,-13.794,14.282
0.056,0.007,0.722,12.024,-13.062,14.404
0.078,0,0.695,11.963,-12.451,14.709
0.101,-0.003,0.649,11.475,-11.23,15.015
0.126,-0.006,0.605,10.986,-9.705,15.381
0.147,-0.014,0.57,10.376,-7.568,15.442
0.155,-0.024,0.564,9.583,-5.188,15.93
0.15,-0.025,0.617,8.728,-2.502,16.296
0.142,-0.018,0.698,7.751,-0.427,16.541
0.136,-0.003,0.778,6.104,1.221,16.846
0.135,0.009,0.845,3.967,2.075,17.09
0.141,0.015,0.886,1.282,2.441,17.578
0.144,0.01,0.873,-1.404,2.441,17.944
0.146,0,0.835,-3.723,2.563,18.311
0.15,-0.007,0.786,-5.31,3.418,18.311
0.152,-0.007,0.772,-6.165,5.188,18.127
0.14,0.011,0.83,-6.287,7.874,17.883
0.141,0.036,0.896,-6.042,10.803,17.761
0.147,0.046,0.926,-5.859,13.367,17.761
0.147,0.052,0.933,-5.92,15.747,17.822
0.157,0.051,0.91,-6.042,18.066,18.188
0.17,0.034,0.857,-5.981,20.569,18.555
0.192,0.017,0.812,-5.371,24.048,18.799
0.246,0.009,0.793,-4.517,28.259,19.165
0.313,0.015,0.788,-2.991,33.386,19.409
0.363,0.017,0.832,-1.404,38.94,19.836
0.391,0.016,0.896,0.122,44.556,20.203
0.413,0.017,0.967,1.16,49.377,20.691
0.425,0.005,1.03,1.648,53.101,21.484
0.431,-0.017,1.088,1.831,55.664,22.217
0.441,-0.041,1.115,1.831,57.739,22.766
0.462,-0.06,1.132,1.953,59.204,23.315
0.484,-0.071,1.17,2.441,60.608,23.56
0.501,-0.074,1.218,3.357,61.646,23.682
0.527,-0.066,1.259,4.211,62.378,23.621
0.549,-0.055,1.301,5.554,62.256,23.804
0.556,-0.047,1.35,7.141,61.768,23.926
0.565,-0.049,1.407,8.85,60.486,23.987
